title,spotify_id,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Lazarus,3Vn9oCZbdI1EMO7jxdz2Rc,David Bowie,64,0.695,9,-6.896,0,0.029,0.0466,0.145,0.0854,0.506,129.972,382387,4
Cecilia And The Satellite,1MSM3Fo2fvnwVqMcz8Jhjq,Andrew McMahon In The Wilderness,66,0.842,0,-7.119,1,0.137,0.0116,0,0.328,0.23,194.048,223880,4
Sugar,?,Robin Schulz Featuring Francesco Yates,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Focus,1cdzfFjEbUbgTm5nv3FgXR,Ariana Grande,73,0.879,3,-6.006,0,0.291,0.266,0,0.446,0.806,99.955,211360,4
Fly,1ewLdzcpSQkU9wpFdqFauw,Maddie & Tae,58,0.681,5,-4.092,1,0.0285,0.621,0,0.178,0.256,156.039,217293,4
Bad Blood,?,Taylor Swift Featuring Kendrick Lamar,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Heartbeat,05BgC2247XGi8ySwBzOO0o,Carrie Underwood,71,0.766,1,-4.478,1,0.05,0.606,0,0.0903,0.43,139.999,209920,4
Home Alone Tonight,?,Luke Bryan Featuring Karen Fairchild,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Alright,3iVcZ5G6tvkXZkZKlMpIUs,Kendrick Lamar,75,0.779,7,-5.972,1,0.235,0.0734,0,0.0832,0.581,110.037,219333,4
Can't Sleep Love,1klGbW5a9qTBFUjFfddbmU,Pentatonix,68,0.433,2,-7.05,1,0.0455,0.0849,0,0.169,0.574,94.596,173053,4
6 Inch,?,Beyonce Featuring The Weeknd,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Unsteady,7lGKEWMXVWWTt3X71Bv44I,X Ambassadors,76,0.673,9,-6.134,0,0.0469,0.177,0.000316,0.203,0.242,117.02,193546,4
Adventure Of A Lifetime,69uxyAqqPIsUyTO8txoP2M,Coldplay,89,0.924,7,-3.887,1,0.0359,0.00205,0.000173,0.149,0.515,111.995,263787,4
Can't Stop The Feeling!,6JV2JOEocMgcZxYSZelKcc,Justin Timberlake,98,0.83,0,-5.715,1,0.0749,0.0123,0,0.191,0.716,113.03,236002,4
Hello,0ENSn4fwAbCGeFGVUbXEU3,Adele,84,0.451,5,-6.095,0,0.0347,0.336,0,0.0872,0.287,157.966,295493,4
Stitches,5t4B1kAlCD13YY9poph0Mg,Shawn Mendes,82,0.745,10,-6.605,0,0.0961,0.0187,0,0.0476,0.745,74.986,206880,4
Mind Reader,1N0j6Gw5lmfI7kipAgYcma,Dustin Lynch,76,0.8,4,-4.17,0,0.0413,0.0266,0,0.184,0.532,162.053,185413,4
Fight Song,37f4ITSlgPX81ad2EvmVQr,Rachel Platten,79,0.714,7,-4.987,1,0.129,0.0549,0,0.155,0.328,175.924,204013,4
Confident,0Mn3amMRMoabaoTf1Publ4,Demi Lovato,72,0.763,10,-6.197,0,0.0669,0.00182,0.000159,0.116,0.308,130.018,205746,4
Dibs,6FWrlXo99QRmPtOeUSWDjv,Kelsea Ballerini,66,0.733,4,-4.7,1,0.052,0.231,0,0.103,0.64,87.999,183947,4
Roses,?,The Chainsmokers Featuring Rozes,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Olivia,5dONhl6aXFuN86UBdayF6W,One Direction,70,0.681,6,-5.362,1,0.0334,0.0438,0,0.166,0.673,118.062,177973,4
Country Nation,4yL5WpJZmoxAV4udhE55VY,Brad Paisley,63,0.861,4,-5.529,1,0.0413,0.0389,0.00047,0.1,0.458,177.94,225413,4
Don't Hurt Yourself,?,Beyonce Featuring Jack White,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Back Up,?,DeJ Loaf Featuring Big Sean,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Oui,0PJIbOdMs3bd5AT8liULMQ,Jeremih,86,0.703,5,-3.825,1,0.0503,0.192,0,0.113,0.599,119.749,238320,4
Should've Been Us,5SUKnxEQaFFeudmI4qYLd9,Tori Kelly,67,0.75,6,-5.488,0,0.117,0.00468,1.3e-05,0.0737,0.464,90.042,186467,4
Traveller,3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,77,0.369,9,-10.916,1,0.0317,0.17,0.00618,0.0808,0.443,101.624,293293,4
Views,12VWzyPDBCc8fqeWCAfNwR,Drake,94,0.617,1,-5.871,1,0.0522,0.00902,0.00246,0.351,0.378,103.981,173987,4
Needed Me,1Tt4sE4pXi57mTD1GCzsqm,Rihanna,90,0.325,5,-8.083,0,0.251,0.107,0,0.0837,0.274,110.888,191600,4
Think Of You,6W9W8dSswA8KNegvl3W97V,Chris Young Duet With Cassadee Pope,78,0.893,11,-3.588,1,0.0375,0.000937,0,0.111,0.548,111.959,218947,4
Life Is Worth Living,4yWCzA44dQyp0SoeM81bUb,Justin Bieber,69,0.301,10,-9.217,1,0.0619,0.915,0,0.111,0.471,75.922,234787,4
oui,0PJIbOdMs3bd5AT8liULMQ,Jeremih,86,0.703,5,-3.825,1,0.0503,0.192,0,0.113,0.599,119.749,238320,4
Nothin' Like You,4W38RXuQNuoTSwVsQA1OGC,Dan + Shay,71,0.704,4,-4.772,1,0.0303,0.151,0,0.067,0.429,84.956,186253,4
Let Me Love You,?,Ariana Grande Featuring Lil Wayne,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Low Life,?,Future Featuring The Weeknd,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Here,1wYZZtamWTQAoj8B812uKQ,Alessia Cara,78,0.822,0,-4.029,1,0.167,0.0716,0,0.0694,0.353,123.363,199453,4
This Is What You Came For,?,Calvin Harris Featuring Rihanna,?,?,?,?,?,?,?,?,?,?,?,?,?,?
All The Way Up,61QSuw5VlC0LTS8WMO356g,Fat Joe & Remy Ma Featuring French Montana,84,0.721,10,-6.44,0,0.386,0.062,0,0.824,0.388,117.139,191942,5
Where Ya At,?,Future Featuring Drake,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Mark My Words,2SnNaoNhMjC1WRMTWD8qTX,Justin Bieber,71,0.258,0,-8.489,1,0.0333,0.898,2.06e-06,0.147,0.52,116.599,134347,4
Die A Happy Man,5kNe7PE09d6Kvw5pAsx23n,Thomas Rhett,80,0.383,2,-9.377,1,0.0304,0.381,0,0.119,0.38,83.096,227427,4
Perfect,3NLnwwAQbbFKcEcV8hDItk,One Direction,80,0.823,2,-5.231,1,0.0762,0.0598,0,0.119,0.4,99.933,230333,4
Die A Happy Man,1mExCoXAGKI6abLGXoG7O3,Nelly,65,0.745,1,-3.795,0,0.0333,0.0232,0,0.0754,0.179,88.032,214495,4
Victorious,6od5hFv9IT5JHc7NEF9HRv,Panic! At The Disco,78,0.865,8,-4.518,1,0.0472,0.00205,0,0.404,0.699,110.01,178600,4
Hollow,160hN2OsDXnmgExwtG7cvD,Tori Kelly,80,0.664,2,-6.838,0,0.0372,0.0187,0.0049,0.473,0.419,126.085,210606,4
Acquainted,7uJH0YdSZL6psjxI6Xy08b,The Weeknd,74,0.484,7,-9.858,0,0.0482,0.461,0,0.0821,0.25,104.593,348853,4
Marvin Gaye,?,Charlie Puth Featuring Meghan Trainor,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Lonesome Broken And Blue,1mx5Q2cmOzUUjEURXbJNOB,Adam Wakefield,28,0.562,4,-5.067,1,0.0284,0.6,0.0008,0.316,0.322,136.589,232853,4
The Christmas Song (Merry Christmas To You),6NMz3Cjvod2qnJjakiRDA8,Nat King Cole,35,0.141,1,-15.439,1,0.0384,0.857,1.13e-06,0.0995,0.19,131.76,191640,4
Work From Home,?,Fifth Harmony Featuring Ty Dolla $ign,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,Ruth B,86,0.0565,7,-15.099,1,0.0534,0.965,0,0.0889,0.352,123.994,275280,4
Hymn For The Weekend,3RiPr603aXAoi4GHyXx0uy,Coldplay,93,0.743,0,-5.155,0,0.0409,0.255,7.21e-06,0.3,0.376,89.974,258827,4
Tell Your Friends,1mhVXWduD8ReDwusfaHNwU,The Weeknd,66,0.459,1,-11.083,0,0.0442,0.25,0,0.181,0.307,74.541,334333,4
Work,?,Rihanna Featuring Drake,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Planes,?,Jeremih Featuring J. Cole,?,?,?,?,?,?,?,?,?,?,?,?,?,?
$ave Dat Money,?,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Uma Thurman,5PUawWFG1oIS2NwEcyHaCr,Fall Out Boy,72,0.956,4,-2.608,0,0.0753,0.119,0.000227,0.617,0.718,149.958,211573,4
Ex's & Oh's,30KcJZaETkOl3kabw7R7D3,Elle King,79,0.466,1,-7.388,1,0.146,0.0823,0.00116,0.131,0.0746,140.136,223008,4
New Americana,6Xs7OKt6i0Ddq8B4M5Dgvr,Halsey,73,0.694,0,-5.066,0,0.0303,0.0118,0,0.34,0.333,86.897,183808,4
Flex (Ooh Ooh Ooh),4T0ScSPdQKmGvruK7pavNP,Rich Homie Quan,73,0.607,2,-7.68,1,0.0498,0.0389,0,0.19,0.899,81.997,176744,4
Big Rings,7jslhIiELQkgW9IHeYNOWE,Drake & Future,80,0.676,8,-6.432,0,0.271,0.00157,0,0.25,0.314,132.002,217707,4
Stick Talk,20fAoPjfYltmd3K3bO7gbt,Future,76,0.672,7,-6.749,1,0.282,0.0265,0,0.244,0.566,159.903,171333,4
679,?,Fetty Wap Featuring Remy Boyz,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Company,61uyGDPJ06MkxJtHgPmuyO,Justin Bieber,80,0.8,4,-5.024,0,0.0654,0.147,0,0.0852,0.425,94.985,208120,4
Father Stretch My Hands Pt. 1,6QO46cJfmFvvCKUgauKOKS,Kanye West,83,0.563,7,-4.406,1,0.052,0.126,0,0.515,0.399,113.121,135920,4
Hallelujah,0GhuwiwcAuw3zU5QHCmBiP,Lindsey Stirling,53,0.437,2,-7.44,1,0.0324,0.799,0.0764,0.0885,0.0779,89.538,200000,3
