What About Love,Heart,294236
Sea Of Love,Honeydrippers,2280
Things Can Only Get Better,Howard Jones,25097
The Power Of Love,Huey Lewis and The News,79195
All I Need,Jack Wagner,787
Miami Vice Theme,Jan Hammer,11638
Do What You Do,Jermaine Jackson,5316
Lonely Ol' Night,John Cougar Mellencamp,74644
St. Elmo's Fire (Man In Motion),John Parr,6092
Too Late For Goodbyes,Julian Lennon,7683
Walking On Sunshine,Katrina and The Waves,11996
Cherish,Kool and The Gang,114385
Misled,Kool and The Gang,114385
Fresh,Kool and The Gang,114385
Penny Lover,Lionel Richie,268940
Crazy For You,Madonna,1120182
Angel,Madonna,1120182
Dress You Up,Madonna,1120182
Like A Virgin,Madonna,1120182
Material Girl,Madonna,1120182
In My House,Mary Jane Girls,9758
One Night In Bangkok,Murray Head,10666
Cool It Now,New Edition,67649
Sentimental Street,Night Ranger,23666
We Belong,Pat Benatar,93436
No More Lonely Nights,Paul McCartney,623858
Everytime You Go Away,Paul Young,31231
One More Night,Phil Collins,646601
Sussudio,Phil Collins,646601
Don't Lose My Number,Phil Collins,646601
Separate Lives,Phil Collins and Marilyn Martin,?
Easy Lover,Philip Bailey and Phil Collins,?
Neutron Dance,Pointer Sisters,36320
Some Like It Hot,Power Station,5197
Raspberry Beret,Prince and The Revolution,?
Oh Sheila,Ready For The World,12816
Can't Fight This Feeling,REO Speedwagon,112384
Smooth Operator,Sade,434911
Sugar Walls,Sheena Easton,12632
Strut,Sheena Easton,12632
Don't You (Forget About Me),Simple Minds,139029
We Built This City,Starship,59383
Part-Time Lover,Stevie Wonder,737157
Fortress Around Your Heart,Sting,457306
If You Love Somebody Set Them Free,Sting,457306
The Search Is Over,Survivor,105753
I Can't Hold Back,Survivor,105753
Shout,Tears For Fears,224060
Everybody Wants To Rule The World,Tears For Fears,224060
Head Over Heels,Tears For Fears,224060
Lover Girl,Teena Marie,35168
Lay Your Hands On Me,Thompson Twins,27171
Voices Carry,'Til Tuesday,5461
Jungle Love,Time,141272
Private Dancer,Tina Turner,221279
Better Be Good To Me,Tina Turner,221279
We Don't Need Another Hero,Tina Turner,221279
We Are The World,U.S.A. For Africa,777
Careless Whisper,Wham!,107752
Freedom,Wham!,107752
Wake Me Up Before You Go-Go,Wham!,107752
Everything She Wants,Wham!,107752
Saving All My Love For You,Whitney Houston,706045
You Give Good Love,Whitney Houston,706045
Sweet Love,Anita Baker,84775
Election Day,Arcadia,882
Secret Lovers,Atlantic Starr,20109
Tarzan Boy,Baltimora,9508
Venus,Bananarama,34051
Manic Monday,Bangles,58983
Mad About You,Belinda Carlisle,36381
Take My Breath Away,Berlin,42378
There'll Be Sad Songs,Billy Ocean,52032
When The Going Gets Tough,Billy Ocean,52032
You Give Love A Bad Name,Bon Jovi,964274
Amanda,Boston,184771
Word Up,Cameo,34802
Friends And Lovers,Carl Anderson and Gloria Loring,?
Tonight She Comes,Cars,103185
True Colors,Cyndi Lauper,156263
Dreamtime,Daryl Hall,158628
That's What Friends Are For,Dionne and Friends,?
Walk Of Life,Dire Straits,678250
Life In A Northern Town,Dream Academy,3730
Take Me Home Tonight,Eddie Money,28436
Party All The Time,Eddie Murphy,20665
Who's Johnny,El Debarge,12044
Nikita,Elton John,707695
Rock Me Amadeus,Falco,44915
Tender Love,Force M.D.'s,6217
Throwing It All Away,Genesis,28007
Invisible Touch,Genesis,28007
A Different Corner,George Michael,272545
Don't Forget Me (When I'm Gone),Glass Tiger,3048
These Dreams,Heart,294236
Never,Heart,294236
No One Is To Blame,Howard Jones,25097
Stuck With You,Huey Lewis and The News,79195
What You Need,INXS,158592
Living In America,James Brown,316171
When I Think Of You,Janet Jackson,228367
Nasty,Janet Jackson,228367
What Have You Done For Me Lately,Janet Jackson,228367
We Don't Have To Take Our Clothes Off,Jermaine Stewart,3738
Crush On You,Jets,66772
Small Town,John Cougar Mellencamp,74644
R.O.C.K. In The U.S.A.,John Cougar Mellencamp,74644
Danger Zone,Kenny Loggins,74278
I Miss You,Klymaxx,5419
Something About You,Level 42,42643
"Say You, Say Me",Lionel Richie,268940
Love Will Conquer All,Lionel Richie,268940
Dancing On The Ceiling,Lionel Richie,268940
All Cried Out,Lisa Lisa and Cult Jam With Full Force,111
Live To Tell,Madonna,1120182
True Blue,Madonna,1120182
Papa Don't Preach,Madonna,1120182
Words Get In The Way,Miami Sound Machine,4832
Conga,Miami Sound Machine,4832
Bad Boy,Miami Sound Machine,4832
Sweet Freedom,Michael McDonald,37790
Silent Running,Mike and The Mechanics,31286
All I Need Is A Miracle,Mike and The Mechanics,31286
Your Wildest Dreams,Moody Blues,92417
Broken Wings,Mr. Mister,24631
Kyrie,Mr. Mister,24631
I Can't Wait,Nu Shooz,5092
If You Leave,Orchestral Manoeuvres In The Dark,77871
Your Love,Outfield,47718
On My Own,Patti Labelle and Michael McDonald,?
Spies Like Us,Paul McCartney,623858
West End Girls,Pet Shop Boys,217992
Glory Of Love,Peter Cetera,30398
Sledgehammer,Peter Gabriel,157319
Take Me Home,Phil Collins,646601
Kiss,Prince and The Revolution,?
Baby Love,Regina,582792
I Didn't Mean To Turn You On,Robert Palmer,44235
Addicted To Love,Robert Palmer,44235
Love Touch,Rod Stewart,331223
Walk This Way,Run-D.M.C.,160049
The Sweetest Taboo,Sade,434911
Perfect Way,Scritti Politti,8828
A Love Bizarre,Sheila E.,10764
Alive And Kicking,Simple Minds,139029
Holding Back The Years,Simply Red,182309
Let's Go All The Way,Sly Fox,729
Two Of Hearts,Stacey Q,2970
Object Of My Desire,Starpoint,1872
Sara,Starship,59383
Higher Love,Steve Winwood,46180
Talk To Me,Stevie Nicks,148855
Go Home,Stevie Wonder,737157
Burning Heart,Survivor,105753
King For A Day,Thompson Twins,27171
Rumors,Timex Social Club,1085
Typical Male,Tina Turner,221279
I'll Be Over You,Toto,263080
Why Can't This Be Love,Van Halen,419382
I'm Your Man,Wham!,107753
Greatest Love Of All,Whitney Houston,706045
How Will I Know,Whitney Houston,706045
Sleeping Bag,ZZ Top,384578
When Smokey Sings,ABC,25348
I Knew You Were Waiting (For Me),Aretha Franklin and George Michael,?
Always,Atlantic Starr,20109
I Heard A Rumour,Bananarama,34051
Walk Like An Egyptian,Bangles,58983
(You Gotta) Fight For Your Right (To Party),Beastie Boys,523811
(I've Had) The Time Of My Life,Bill Medley and Jennifer Warnes,8221
Mony Mony,Billy Idol,172060
To Be A Lover,Billy Idol,172060
At This Moment,Billy Vera and The Beaters,959
Shakedown,Bob Seger,66801
Wanted Dead Or Alive,Bon Jovi,964274
Livin' On A Prayer,Bon Jovi,964274
Right On Track,Breakfast Club,1056
Mandolin Rain,Bruce Hornsby and The Range,19057
The Way It Is,Bruce Hornsby and The Range,19057
Brilliant Disguise,Bruce Springsteen,989168
Respect Yourself,Bruce Willis,4580
Heat Of The Night,Bryan Adams,436800
Will You Still Love Me?,Chicago,42600
The Lady In Red,Chris De Burgh,49989
Lean On Me,Club Nouveau,6210
Don't Dream It's Over,Crowded House,85933
Something So Strong,Crowded House,85933
(I Just) Died In Your Arms,Cutting Crew,20933
I've Been In Love Before,Cutting Crew,20933
Change Of Heart,Cyndi Lauper,156264
Can't We Try,Dan Hill,6076
Only In My Dreams,Debbie Gibson,17244
Notorious,Duran Duran,247546
Carrie,Europe,162895
Come Go With Me,Expose,8712
Point Of No Return,Expose,8712
Let Me Be The One,Expose,8712
Big Love,Fleetwood Mac,800875
Little Lies,Fleetwood Mac,800875
In Too Deep,Genesis,28007
"Tonight, Tonight, Tonight",Genesis,28007
Land Of Confusion,Genesis,28007
I Want Your Sex,George Michael,272545
Keep Your Hands To Yourself,Georgia Satellites,4563
Someday,Glass Tiger,3048
Nothing's Gonna Change My Love For You,Glenn Medeiros,4470
Rhythm Is Gonna Get You,Gloria Estefan and Miami Sound Machine,4832
Shake You Down,Gregory Abbott,3086
Alone,Heart,294236
Diamonds,Herb Alpert,19449
Jacob's Ladder,Huey Lewis and The News,79195
Doing It All For My Baby,Huey Lewis and The News,79195
Hip To Be Square,Huey Lewis and The News,79195
Let's Wait Awhile,Janet Jackson,228367
Control,Janet Jackson,228367
You Got It All,Jets,66772
Cross My Broken Heart,Jets,66772
Looking For A New Love,Jody Watley,6493
Songbird,Kenny G,128264
Meet Me Half Way,Kenny Loggins,74278
You Keep Me Hangin' On,Kim Wilde,37642
Victory,Kool and The Gang,114385
Casanova,Levert,38359
Somewhere Out There,Linda Ronstadt and James Ingram,?
Ballerina Girl,Lionel Richie,268940
Head To Toe,Lisa Lisa and Cult Jam,10184
Lost In Emotion,Lisa Lisa and Cult Jam,10184
La Bamba,Los Lobos,29181
Midnight Blue,Lou Gramm,2762
Who's That Girl,Madonna,1120182
Causing A Commotion,Madonna,1120182
Open Your Heart,Madonna,1120182
La Isla Bonita,Madonna,1120182
Bad,Michael Jackson,2580535
I Just Can't Stop Loving You,Michael Jackson and Siedah Garrett,?
Graceland,Paul Simon,315574
The Next Time I Fall,Peter Cetera and Amy Grant,?
Big Time,Peter Gabriel,157319
Don't Get Me Wrong,Pretenders,57902
Sign 'O' The Times,Prince,758932
U Got The Look,Prince,758932
Love You Down,Ready For The World,12816
Don't Mean Nothing,Richard Marx,66563
C'est La Vie,Robbie Nevil,1360
Touch Me (I Want Your Body),Samantha Fox,14930
Just To See Her,Smokey Robinson,60856
Nothing's Gonna Stop Us Now,Starship,59383
The Finer Things,Steve Winwood,46180
Back in the High Life Again,Steve Winwood,46180
Is This Love,Survivor,105753
Luka,Suzanne Vega,63357
Breakout,Swing Out Sister,12370
Don't Disturb This Groove,System,1306936
I Think We're Alone Now,Tiffany,9508
Heart And Soul,T'pau,9158
With Or Without You,U2,1339871
I Still Haven't Found What I'm Looking For,U2,1339871
Everybody Have Fun Tonight,Wang Chung,12242
Rock Steady,Whispers,30748
Here I Go Again,Whitesnake,211384
Didn't We Almost Have It All,Whitney Houston,706045
I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,706045
Angel,Aerosmith,941462
Nite And Day,Al B. Sure!,14221
Hazy Shade Of Winter,Bangles,58983
Kokomo,Beach Boys,509220
I Get Weak,Belinda Carlisle,36381
Heaven Is A Place On Earth,Belinda Carlisle,36381
"Get Outta My Dreams, Get Into My Car",Billy Ocean,52033
Don't Be Cruel,Bobby Brown,41593
"Don't Worry, Be Happy",Bobby McFerrin,47381
Bad Medicine,Bon Jovi,964274
Hands To Heaven,Breathe,110162
I Still Believe,Brenda K. Starr,2752
The Valley Road,Bruce Hornsby and The Range,19057
The Flame,Cheap Trick,73410
Don't Be Cruel,Cheap Trick,73410
I Found Someone,Cher,78514
I Don't Wanna Live Without Your Love,Chicago,42600
Everything Your Heart Desires,Daryl Hall and John Oates,158628
Just Like Paradise,David Lee Roth,28450
Foolish Beat,Debbie Gibson,17244
Shake Your Love,Debbie Gibson,17244
Love Bites,Def Leppard,294063
Pour Some Sugar On Me,Def Leppard,294063
Candle In The Wind,Elton John,707695
I Don't Wanna Go On With You Like That,Elton John,707695
"Wild, Wild West",Escape Club,1224
Seasons Change,Expose,8712
I Don't Want To Live Without You,Foreigner,188511
Say You Will,Foreigner,188511
Got My Mind Set On You,George Harrison,128305
One More Try,George Michael,272545
Kissing A Fool,George Michael,272545
Father Figure,George Michael,272545
Faith,George Michael,272545
Monkey,George Michael,272545
Anything For You,Gloria Estefan and Miami Sound Machine,4832
Can't Stay Away From You,Gloria Estefan and Miami Sound Machine,4832
1/2/2003,Gloria Estefan and Miami Sound Machine,4832
Sweet Child O' Mine,Guns N' Roses,1647117
Perfect World,Huey Lewis and The News,79195
Electric Blue,Icehouse,10912
What's On Your Mind,Information Society,12349
Never Tear Us Apart,INXS,158589
Devil Inside,INXS,158589
Need You Tonight,INXS,158589
New Sensation,INXS,158589
Make It Real,Jets,66772
Rocket 2 U,Jets,66772
I Hate Myself For Loving You,Joan Jett and The Blackhearts,29313
Don't You Want Me,Jody Watley,6492
Shattered Dreams,Johnny Hates Jazz,10668
I Want Her,Keith Sweat,108226
The Loco-Motion,Kylie Minogue,236207
Man In The Mirror,Michael Jackson,2580536
Dirty Diana,Michael Jackson,2580536
Pink Cadillac,Natalie Cole,39396
If It Isn't Love,New Edition,67648
Don't Shed A Tear,Paul Carrack,17486
Girlfriend,Pebbles,5771
Mercedes Boy,Pebbles,5771
Always On My Mind,Pet Shop Boys,217991
What Have I Done To Deserve This?,Pet Shop Boys and Dusty Springfield,?
One Good Woman,Peter Cetera,30395
A Groovy Kind Of Love,Phil Collins,646600
Nothin' But A Good Time,Poison,158156
Catch Me (I'm Falling),Pretty Poison,745
Hold On To The Nights,Richard Marx,66562
Should've Known Better,Richard Marx,66562
Endless Summer Nights,Richard Marx,66562
Together Forever,Rick Astley,69369
Never Gonna Give You Up,Rick Astley,69369
Simply Irresistible,Robert Palmer,44236
I Want To Be Your Man,Roger,55820
Naughty Girls (Need Love Too),Samantha Fox,14934
Don't You Know What The Night Can Do,Steve Winwood,46181
Valerie,Steve Winwood,46181
Roll With It,Steve Winwood,46181
We'll Be Together,Sting,457302
I'll Always Love You,Taylor Dayne,19186
Prove Your Love,Taylor Dayne,19186
Tell It To My Heart,Taylor Dayne,19186
Wishing Well,Terence Trent d'Arby,41803
Sign Your Name,Terence Trent d'Arby,41803
Could've Been,Tiffany,9504
Fast Car,Tracy Chapman,359113
Desire,U2,1339871
Red Red Wine,UB40,273321
When It's Love,Van Halen,419380
Wait,White Lion,36409
Is This Love,Whitesnake,211385
Where Do Broken Hearts Go,Whitney Houston,706047
One Moment In Time,Whitney Houston,706047
So Emotional,Whitney Houston,706047
Love In An Elevator,Aerosmith,941463
Poison,Alice Cooper,219192
Giving You The Best That I Got,Anita Baker,84776
Surrender To Me,Ann Wilson and Robin Zander,?
Love Shack,B-52's,64212
It's No Crime,Babyface,88488
When I See You Smile,Bad English,8958
Eternal Flame,Bangles,58982
In Your Room,Bangles,58982
Wind Beneath My Wings,Bette Midler,56589
On Our Own,Bobby Brown,41594
My Prerogative,Bobby Brown,41594
Roni,Bobby Brown,41594
Rock Wit'cha,Bobby Brown,41594
I'll Be There For You,Bon Jovi,964273
Lay Your Hands On Me,Bon Jovi,964273
Born To Be My Baby,Bon Jovi,964273
Waiting For A Star To Fall,Boy Meets Girl,4234
How Can I Fall?,Breathe,110161
If I Could Turn Back Time,Cher,78515
After All,Cher and Peter Cetera,?
Look Away,Chicago,42599
Love Song,Cure,802014
Lost In Your Eyes,Debbie Gibson,17243
Armageddon It,Def Leppard,294063
I Like It,Dino,34911
The End Of The Innocence,Don Henley,57633
This Time I Know It's For Real,Donna Summer,123147
Soldier Of Love,Donny Osmond,13326
I Don't Want Your Love,Duran Duran,247545
Walk On Water,Eddie Money,28435
What I Am,Edie Brickell and The New Bohemians,?
What You Don't Know,Expose,8714
Good Thing,Fine Young Cannibals,37230
She Drives Me Crazy,Fine Young Cannibals,37230
Don't Wanna Lose You,Gloria Estefan,106320
"Once Bitten, Twice Shy",Great White,28373
Patience,Guns N' Roses,1647115
Welcome To The Jungle,Guns N' Roses,1647115
Paradise City,Guns N' Roses,1647115
Miss You Much,Janet Jackson,228367
Angel Eyes,Jeff Healey Band,21763
Real Love,Jody Watley,6492
The Way You Love Me,Karyn White,9568
Close My Eyes Forever,Lita Ford,27041
So Alive,Love and Rockets,17824
Like A Prayer,Madonna,1120183
Express Yourself,Madonna,1120183
Cherish,Madonna,1120183
Rock On,Michael Damian,377
Smooth Criminal,Michael Jackson,2580537
The Living Years,Mike and The Mechanics,31284
Girl You Know It's True,Milli Vanilli,20245
Blame It On The Rain,Milli Vanilli,20245
Baby Don't Forget My Number,Milli Vanilli,20245
Girl I'm Gonna Miss You,Milli Vanilli,20245
Miss You Like Crazy,Natalie Cole,39396
Buffalo Stance,Neneh Cherry,21175
I'll Be Loving You (Forever),New Kids On The Block,78887
Hangin' Tough,New Kids On The Block,78887
You Got It (The Right Stuff),New Kids On The Block,78887
Cover Girl,New Kids On The Block,78887
Cold Hearted,Paula Abdul,29177
Straight Up,Paula Abdul,29177
Two Hearts,Phil Collins,646600
Every Rose Has Its Thorn,Poison,158156
Batdance,Prince,758933
Stand,R.E.M.,560310
Right Here Waiting,Richard Marx,66562
Satisfied,Richard Marx,66562
She Wants To Dance With Me,Rick Astley,69369
My Heart Can't Tell You No,Rod Stewart,331220
Listen To Your Heart,Roxette,258412
The Look,Roxette,258412
The Lover In Me,Sheena Easton,12635
When I'm With You,Sheriff,315
18 And Life,Skid Row,134393
Keep On Movin',Soul II Soul,19704
Shower Me With Your Love,Surface,6724
Don't Rush Me,Taylor Dayne,19186
Sowing The Seeds Of Love,Tears For Fears,224061
All This Time,Tiffany,9504
Wild Thing,Tone Loc,13105
Funky Cold Medina,Tone Loc,13105
Dreamin',Vanessa Williams,17021
Heaven,Warrant,55456
When The Children Cry,White Lion,36409
"Baby, I Love Your Way-Freebird",Will To Power,2023
Bust A Move,Young M.C.,11332
Janie's Got A Gun,Aerosmith,941463
What It Takes,Aerosmith,941463
Ready Or Not,After 7,15752
Can't Stop,After 7,15752
Black Velvet,Alannah Myles,18734
Roam,B-52's,64212
Whip Appeal,Babyface,88488
Price Of Love,Bad English,8958
Do Me!,Bell Biv Devoe,29718
Poison,Bell Biv Devoe,29718
Cradle Of Love,Billy Idol,172061
I Go To Extremes,Billy Joel,492560
We Didn't Start The Fire,Billy Joel,492560
Just A Friend,Biz Markie,24461
Everybody Everybody,Black Box,11478
I Wanna Be Rich,Calloway,16525
Just Like Jesse James,Cher,78515
What Kind Of Man Would I Be?,Chicago,42599
We Can't Go Wrong,Cover Girls,5465
Enjoy The Silence,Depeche Mode,716739
The Humpty Dance,Digital Underground,26369
Romeo,Dino,34911
Hold On,En Vogue,53684
Epic,Faith No More,221268
Praying For Time,George Michael,272545
Here We Are,Gloria Estefan,106320
King Of Wishful Thinking,Go West,11509
All I Wanna Do Is Make Love To You,Heart,294233
I Don't Have The Heart,James Ingram,16201
Don't Wanna Fall In Love,Jane Child,1339
Come Back To Me,Janet Jackson,228367
Alright,Janet Jackson,228367
Black Cat,Janet Jackson,228367
Escapade,Janet Jackson,228367
Rhythm Nation,Janet Jackson,228367
Everything,Jody Watley,6492
Rub You The Right Way,Johnny Gill,33209
Blaze Of Glory,Jon Bon Jovi,51704
Make You Sweat,Keith Sweat,108226
Forever,Kiss,549458
Tic-Tac-Toe,Kyper,270
Don't Know Much,Linda Ronstadt and Aaron Neville,?
Sending All My Love,Linear,32
All Around The World,Lisa Stansfield,35351
Just Between You And Me,Lou Gramm,2765
Here And Now,Luther Vandross,164806
Have You Seen Her,M.C. Hammer,54833
U Can't Touch This,M.C. Hammer,54833
Vogue,Madonna,1120183
Love Takes Time,Mariah Carey,859416
Vision Of Love,Mariah Carey,859416
Close To You,Maxi Priest,17465
Mentirosa,Mellow Man Ace,1357
When I'm Back On My Feet Again,Michael Bolton,132345
How Am I Supposed To Live Without You,Michael Bolton,132345
How Can We Be Lovers,Michael Bolton,132345
No More Lies,Michel'le,5728
All Or Nothing,Milli Vanilli,20245
Without You,Motley Crue,317222
(Can't Live Without Your) Love And Affection,Nelson,208759
This One's For The Children,New Kids On The Block,78887
Step By Step,New Kids On The Block,78887
Oh Girl,Paul Young,31230
(It's Just) The Way That You Love Me,Paula Abdul,29177
Opposites Attract,Paula Abdul,29177
Giving You The Benefit,Pebbles,5771
I Wish It Would Rain Down,Phil Collins,646600
Another Day In Paradise,Phil Collins,646600
Do You Remember,Phil Collins,646600
Something Happened On The Way To Heaven,Phil Collins,646600
Unskinny Bop,Poison,158156
Thieves In The Temple,Prince,758933
Downtown Train,Rod Stewart,331220
It Must Have Been Love,Roxette,258413
Dangerous,Roxette,258413
Two To Make It Right,Seduction,129
Nothing Compares 2 U,Sinead O'Connor,97088
I Remember You,Skid Row,134393
The Power,Snap,33114
Back to Life (However Do You Want Me),Soul II Soul,19704
If Wishes Came True,Sweet Sensation,2559
Love Will Lead You Back,Taylor Dayne,19186
I'll Be Your Shelter,Taylor Dayne,19186
With Every Beat Of My Heart,Taylor Dayne,19186
Get Up! (Before The Night Is Over),Technotronic,24865
Pump Up The Jam,Technotronic,24865
Love Song,Tesla,58715
Jerk Out,Time,141268
Free Fallin',Tom Petty,168075
I'll Be Your Everything,Tommy Page,1466
Ice Ice Baby,Vanilla Ice,55474
Release Me,Wilson Phillips,27151
Hold On,Wilson Phillips,27151
Everybody Plays The Fool,Aaron Neville,24933
"Baby, Baby",Amy Grant,43934
Every Heartbeat,Amy Grant,43934
Iesha,Another Bad Creation,2618
From A Distance,Bette Midler,56589
Strike It Up,Black Box,11478
Something To Talk About,Bonnie Raitt,77129
Motownphilly,Boyz II Men,282267
(Everything I Do) I Do It For You,Bryan Adams,436790
Can't Stop This Thing We Started,Bryan Adams,436790
Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,11908
Here We Go,C+C Music Factory,11908
Things That Make You Go Hmmmm...,C+C Music Factory,11908
Touch Me (All Night Long),Cathy Dennis,3085
Too Many Walls,Cathy Dennis,3085
Just Another Dream,Cathy Dennis,3085
Where Does My Heart Beat Now,Celine Dion,622871
The One And Only,Chesney Hawkes,3634
I Wanna Sex You Up,Color Me Badd,16587
I Adore Mi Amor,Color Me Badd,16587
Temptation,Corina,1542
Summertime,D.J. Jazzy Jeff and The Fresh Prince,42153
High Enough,Damn Yankees,12537
Groove Is In The Heart,Deee-Lite,16435
I Touch Myself,Divinyls,7702
Unbelievable,EMF,9611
I'll Be There,Escape Club,1223
More Than Words,Extreme,61326
Hole Hearted,Extreme,61326
Love Of A Lifetime,Firehouse,30892
Freedom 90,George Michael,272545
Rico Suave,Gerardo,519117
Coming Out Of The Dark,Gloria Estefan,106320
Now That We Found Love,Heavy D. and The Boyz,15415
I Can't Wait Another Minute,Hi-Five,16115
I Like The Way (The Kissing Game),Hi-Five,16115
Disappear,INXS,158589
Love Will Never Do (Without You),Janet Jackson,228367
Real Real Real,Jesus Jones,5805
"Right Here, Right Now",Jesus Jones,5805
Romantic,Karyn White,9568
I'll Give All My Love To You,Keith Sweat,108226
3 A.M. Eternal,KLF,2490
It Ain't Over 'Til It's Over,Lenny Kravitz,405504
Around The Way Girl,LL Cool J,137143
I've Been Thinking About You,Londonbeat,4462
Power Of Love (Love Power),Luther Vandross,164806
Justify My Love,Madonna,1120183
I Don't Wanna Cry,Mariah Carey,859416
Someday,Mariah Carey,859416
Emotions,Mariah Carey,859416
"Time, Love And Tenderness",Michael Bolton,132345
Love Is A Wonderful Thing,Michael Bolton,132345
Place In This World,Michael W. Smith,105596
Unforgettable,Natalie Cole,39396
O.P.P.,Naughty By Nature,52794
Get Here,Oleta Adams,11077
Rush Rush,Paula Abdul,29177
The Promise Of A New Day,Paula Abdul,29177
Something To Believe In,Poison,158156
Silent Lucidity,Queensryche,68464
Losing My Religion,R.E.M.,560310
Shiny Happy People,R.E.M.,560310
Sensitivity,Ralph Tresvant,8924
Cry For Help,Rick Astley,69369
Rhythm Of My Heart,Rod Stewart,331220
The Motown Song,Rod Stewart,331220
Fading Like A Flower (Every Time You Leave),Roxette,258413
Joyride,Roxette,258413
Do You Want Me,Salt-N-Pepa,70958
Wind Of Change,Scorpions,460294
Crazy,Seal,219507
Because I Love You (The Postman Song),Stevie B,18938
All This Time,Sting,457302
Show Me The Way,Styx,111807
The First Time,Surface,6724
Hold You Tight,Tara Kemp,220
Piece Of My Heart,Tara Kemp,220
Signs,Tesla,58715
Round And Round,Tevin Campbell,37752
One More Try,Timmy T,92668
This House,Tracie Spencer,3768
Here I Am (Come And Take Me),UB40,273321
The Way You Do The Things You Do,UB40,273321
Play That Funky Music,Vanilla Ice,55474
I Saw Red,Warrant,55456
All The Man That I Need,Whitney Houston,706047
I'm Your Baby Tonight,Whitney Houston,706047
I'm Not In Love,Will To Power,2023
You're In Love,Wilson Phillips,27151
Impulsive,Wilson Phillips,27151
Miles Away,Winger,20519
That's What Love Is For,Amy Grant,43934
I Will Remember You,Amy Grant,43934
Good For Me,Amy Grant,43934
Tennessee,Arrested Development,31184
People Everyday,Arrested Development,31184
Masterpiece,Atlantic Starr,20108
Achy Breaky Heart,Billy Ray Cyrus,34609
Humpin' Around,Bobby Brown,41594
I Can't Make You Love Me,Bonnie Raitt,77129
It's So Hard To Say Goodbye To Yesterday,Boyz II Men,282268
End Of The Road,Boyz II Men,282268
Uhh Ahh,Boyz II Men,282268
Do I Have To Say The Words?,Bryan Adams,436790
Thought I'd Died And Gone To Heaven,Bryan Adams,436790
Keep On Walkin',CeCe Peniston,7291
We Got A Love Thang,CeCe Peniston,7291
Finally,CeCe Peniston,7291
If You Asked Me To,Celine Dion,622871
Beauty and the Beast,Celine Dion & Peabo Bryson,622871
Would I Lie To You?,Charles and Eddie,5987
Thinkin' Back,Color Me Badd,16587
All 4 Love,Color Me Badd,16587
Slow Motion,Color Me Badd,16587
Wishing On A Star,Cover Girls,5465
Friday I'm In Love,Cure,802014
They Want EFX,Das EFX,25415
Let's Get Rocked,Def Leppard,294063
The One,Elton John,707694
My Lovin' (You're Never Gonna Get It),En Vogue,53684
Giving Him Something He Can Feel,En Vogue,53684
Free Your Mind,En Vogue,53684
Tears In Heaven,Eric Clapton,637917
When I Look Into Your Eyes,Firehouse,30892
Hold On My Heart,Genesis,28006
I Can't Dance,Genesis,28006
Too Funky,George Michael,272545
Don't Let The Sun Go Down On Me,George Michael and Elton John,?
November Rain,Guns N' Roses,1647117
2 Legit 2 Quit,Hammer,54833
Addams Groove,Hammer,54833
How Do You Talk To An Angel,Heights,12314
She's Playing Hard To Get,Hi-Five,16115
Jump Around,House Of Pain,73077
I Wanna Love You,Jade,47084
Come and Talk To Me,Jodeci,114750
Live And Learn,Joe Public,345
Just Another Day,Jon Secada,22018
Constant Craving,k.d. lang,26769
Please Don't Go,K.W.S.,283
The Way I Feel About You,Karyn White,9568
Everything Changes,Kathy Troccoli,2893
Keep It Comin',Keith Sweat,108229
Justified And Ancient,KLF,2490
Jump,Kris Kross,4640
Warm It Up,Kris Kross,4640
The Best Things In Life Are Free,Luther Vandross and Janet Jackson,?
This Used To Be My Playground,Madonna,1120183
Can't Let Go,Mariah Carey,859416
I'll Be There,Mariah Carey,859416
Make It Happen,Mariah Carey,859416
Wildside,Marky Mark And The Funky Bunch,8903
Real Love,Mary J. Blige,395472
When A Man Loves A Woman,Michael Bolton,132345
Missing You Now,Michael Bolton,132345
In The Closet,Michael Jackson,2580542
Remember The Time,Michael Jackson,2580542
Black Or White,Michael Jackson,2580542
Breakin' My Heart (Pretty Brown Eyes),Mint Condition,46268
Just Take My Heart,Mr. Big,55351
To Be With You,Mr. Big,55351
Back To The Hotel,N2Deep,3336
Smells Like Teen Spirit,Nirvana,2185246
I'd Die Without You,P.M. Dawn,10179
Set Adrift On Memory Bliss,P.M. Dawn,10179
Sometimes Love Just Ain't Enough,Patty Smyth and Don Henley,?
Blowing Kisses In The Wind,Paula Abdul,29177
Under The Bridge,Red Hot Chili Peppers,2482608
Take This Heart,Richard Marx,66562
Hazard,Richard Marx,66562
Keep Coming Back,Richard Marx,66562
I'm Too Sexy,Right Said Fred,11367
Stay,Shakespear's Sister,?
I Love Your Smile,Shanice,9031
Baby Got Back,Sir Mix-a-Lot,37238
Rhythm Is A Dancer,Snap,33114
Damn I Wish I Was Your Lover,Sophie B. Hawkins,10969
Move This,Technotronic,24865
What About Your Friends,TLC,264972
Ain't 2 Proud 2 Beg,TLC,264972
Baby-Baby-Baby,TLC,264972
All I Want,Toad The Wet Sprocket,30664
Life Is A Highway,Tom Cochrane,3337
One,U2,1339871
Mysterious Ways,U2,1339871
Everything About You,Ugly Kid Joe,36416
Save The Best For Last,Vanessa Williams,17021
I Get Around,2Pac,1524063
What's Up,4 Non Blondes,65410
