song_title,spotify_id,artist,year,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,word_count,reading_ease,polarity,subjectivity,followers,listeners,play_count,is_winner,is_nominee,winner_score,weight
How Can I Fall?,62oGUBJQGPa3emMGMejBhm,Breathe,1989,44,pop,0.499,0.417,9,-13.982,1,0.0286,0.397,0,0.0622,0.506,132.195,284360,4,?,?,?,?,110161,5411,17907,0,0,0,{0.010972598}
If I Could Turn Back Time,6mYrhCAGWzTdF8QnKuchXM,Cher,1989,54,pop,0.654,0.566,11,-10.313,1,0.0268,0.244,0,0.123,0.516,108.293,239827,4,350,105.66,0.089942529,0.368103448,78515,257944,957059,0,0,0,{0.010972598}
After All,5fE712ese8fcih299TgZIE,Cher and Peter Cetera,1989,9,pop,0.364,0.279,4,-11.445,1,0.034,0.786,0,0.0624,0.138,67.678,236981,4,?,?,?,?,?,6382,35693,0,0,0,{0.010972598}
Look Away,7gIRg2c75qTMG6mnQ9SbTf,Chicago,1989,35,rock,0.407,0.569,9,-7.452,1,0.0338,0.43,0,0.144,0.173,172.986,241333,4,366,105.66,0.445337995,0.654545455,42599,61131,173115,0,0,0,{0.010972598}
Love Song,0QbKDAp6iEC9XtQbkjRxMm,Cure,1989,44,rock,0.595,0.865,9,-4.355,0,0.0304,0.347,0.296,0.155,0.755,139.932,208000,4,148,83.32,0.321568627,0.594117647,802014,772015,5456825,0,0,0,{0.010972598}
Lost In Your Eyes,3Ef8B7QJE0dWnKeNJlRq0x,Debbie Gibson,1989,51,pop,0.482,0.613,7,-7.462,1,0.0295,0.46,0.000856,0.129,0.228,144.46,213000,4,175,107.69,0.05,0.503333333,17243,58693,196358,0,0,0,{0.010972598}
Armageddon It,3so3tyos0NLZW0pGhzWQP9,Def Leppard,1989,42,rock,0.544,0.928,11,-5.447,1,0.0488,0.00014,7.32E-06,0.976,0.342,121.054,326653,4,474,98.21,0.169055944,0.430288462,294063,168964,648135,0,0,0,{0.010972598}
I Like It,1UHXwhhhyyikWEa3h79sNF,Dino,1989,19,pop,0.789,0.667,4,-11.867,0,0.0888,0.0032,0.00957,0.068,0.936,108.285,307200,4,376,108.7,0.263865546,0.575630252,34911,1976,5629,0,0,0,{0.010972598}
The End Of The Innocence,3NWcFiL6oCEagrFiTdDr1m,Don Henley,1989,46,classic_rock,0.624,0.424,8,-12.874,1,0.0293,0.365,9.44E-05,0.0837,0.385,116.561,318200,4,314,98.21,0.154320988,0.383641975,57633,114115,353703,0,1,0.2,{0.010972598}
This Time I Know Its For Real,47XPUkAsZjZ96UzaYO7sEC,Donna Summer,1989,35,Disco,0.614,0.866,4,-10.922,0,0.036,0.00812,0.00984,0.051,0.857,116.054,218960,4,242,96.18,-0.034285714,0.612857143,123147,41665,143438,0,0,0,{0.010972598}
Soldier Of Love,1I0HPyA358wezY1aCpuLBS,Donny Osmond,1989,25,pop,0.518,0.952,10,-5.81,0,0.059,0.0517,0.00261,0.134,0.878,192.6,353440,4,380,91.11,0.115793651,0.508015873,13326,4802,15481,0,0,0,{0.010972598}
I Dont Want Your Love,04fqxxzsfSZSSjnB81IeFy,Duran Duran,1989,32,pop,0.714,0.77,7,-8.918,1,0.0864,0.00617,0.394,0.0793,0.847,108.976,228067,4,290,96.18,0.352287582,0.522222222,247545,41928,129800,0,0,0,{0.010972598}
Walk On Water,3MrWnFHZd9uZiVXwoZOxqd,Eddie Money,1989,35,classic_rock,0.617,0.931,2,-4.814,1,0.0469,0.26,0,0.12,0.564,118.966,279027,4,411,79.26,0.026315789,0.488377193,28435,33163,81497,0,0,0,{0.010972598}
What I Am,6hHUiDe461VUoTHnsplRYs,Edie Brickell and The New Bohemians,1989,47,rock,0.63,0.674,2,-11.697,1,0.0834,0.656,4.93E-05,0.0577,0.552,177.841,297867,4,?,?,?,?,?,83003,358005,0,0,0,{0.010972598}
What You Dont Know,5nJXgY6kDVt7PGt1SmjLVi,Expose,1989,21,pop,0.67,0.887,3,-8.787,0,0.0332,0.152,2.32E-06,0.137,0.909,119.594,252467,4,356,105.66,0.161111111,0.511111111,8714,1389,3648,0,0,0,{0.010972598}
Good Thing,76ZnyGfjQZSM8GPfR7OqiJ,Fine Young Cannibals,1989,55,pop,0.747,0.586,9,-10.119,0,0.0299,0.0708,8.00E-05,0.0427,0.901,164.718,201867,4,157,88.74,0.463541667,0.48125,37230,85365,311061,0,0,0,{0.010972598}
She Drives Me Crazy,2I3jWxB1atY6KAnwnIZbcD,Fine Young Cannibals,1989,56,pop,0.791,0.694,2,-6.02,1,0.0413,0.195,1.40E-05,0.031,0.962,108.799,215347,4,178,90.77,-0.269444444,0.797222222,37230,275585,1138459,0,1,0.2,{0.010972598}
Dont Wanna Lose You,0AHePznQsgBpkBJEOd5Q07,Gloria Estefan,1989,40,pop,0.463,0.469,5,-9.651,1,0.0274,0.498,1.89E-06,0.149,0.439,164.391,249133,4,231,98.21,-0.025605413,0.456517094,106320,41793,134367,0,0,0,{0.010972598}
Once Bitten Twice Shy,7pkWZL0kA26s754CwyK0SH,Great White,1989,50,rock,0.723,0.541,0,-14.021,1,0.0303,0.028,0.00339,0.133,0.611,131.675,322933,4,344,93.14,-0.17191358,0.493415638,28373,?,?,0,0,0,{0.010972598}
Patience,2uKcU4FPX5eOjmd6RWb9OF,Guns N Roses,1989,59,rock,0.457,0.263,6,-14.334,1,0.0309,0.714,0.000206,0.151,0.341,120.352,356293,4,296,95.17,0.07718254,0.522295708,1647115,561852,3220842,0,0,0,{0.010972598}
Welcome To The Jungle,5NIPsWpDjJTFBoPxCUUeXp,Guns N Roses,1989,70,rock,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.342,123.343,273600,4,314,95.17,?,?,1647115,1135607,7021387,0,0,0,{0.010972598}
Paradise City,5Q41NLTmGbVPozwHKK7bk2,Guns N Roses,1989,69,rock,0.274,0.949,11,-8.642,1,0.0896,0.0214,0.00778,0.218,0.479,100.346,406307,4,568,88.74,?,?,1647115,1012039,6229214,0,0,0,{0.010972598}
Miss You Much,4r5VaK6H1bq0cTGPMTN97Z,Janet Jackson,1989,45,pop,0.711,0.975,6,-7.903,0,0.0394,0.0309,0.000132,0.181,0.64,115.19,252333,4,313,106.67,0.193939394,0.271212121,228367,85704,300970,0,0,0,{0.010972598}
Angel Eyes,3gDtrR0W8CmkyS6mweesSS,Jeff Healey Band,1989,44,blues,0.536,0.571,0,-6.879,1,0.0278,0.355,0,0.0595,0.393,126.909,280933,4,216,98.21,0.368287037,0.449382716,21763,38491,122141,0,0,0,{0.010972598}
Real Love,2yyQLWgpUZEFisUkKzHsdT,Jody Watley,1989,31,pop,0.718,0.786,7,-6.493,1,0.0794,0.00385,0.00153,0.0388,0.691,109.191,264173,4,311,80.28,0.522121212,0.695757576,6492,23766,54175,0,0,0,{0.010972598}
The Way You Love Me,1TtJkmAW9Rc55iVOPgZ33z,Karyn White,1989,35,rnb,0.797,0.785,6,-7.523,1,0.0723,0.0712,0,0.0691,0.87,105.072,294720,4,517,95.17,0.45474177,0.579558878,9568,15589,38084,0,0,0,{0.010972598}
Close My Eyes Forever,43thLwzSasUUZEYjYPeJh3,Lita Ford,1989,54,rock,0.476,0.331,5,-14.884,1,0.0305,0.31,2.82E-06,0.172,0.238,130.574,283133,4,233,99.23,0.102777778,0.419444444,27041,75942,319610,0,0,0,{0.010972598}
So Alive,6amZm52SfS7d6oCEu9NDMl,Love and Rockets,1989,45,rock,0.7,0.569,10,-13.991,1,0.0298,0.00545,0.208,0.147,0.914,118.829,257827,4,229,107.69,0.138666667,0.506,17824,65750,276162,0,0,0,{0.010972598}
Like A Prayer,1z3ugFmUKoCzGsI6jdY4Ci,Madonna,1989,69,pop,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11E-05,0.181,0.272,111.037,342680,4,456,95.17,-0.141358025,0.389506173,1120183,534858,3025783,0,0,0,{0.010972598}
Express Yourself,6ioBgySxoeQKALvAeLEmId,Madonna,1989,52,pop,0.667,0.93,7,-4.585,1,0.0608,0.0108,0,0.176,0.898,115.57,239093,4,404,96.18,0.386478697,0.417706767,1120183,202864,1119040,0,0,0,{0.010972598}
Cherish,7BLKBIoijWCkDyOATEr5vW,Madonna,1989,45,pop,0.692,0.875,2,-4.528,1,0.0345,0.289,3.27E-05,0.0675,0.906,131.877,229600,4,435,88.74,0.4725,0.413333333,1120183,148798,708108,0,0,0,{0.010972598}
Rock On,6e3O5XkMEhMAatdKnOlZPh,Michael Damian,1989,27,pop,0.433,0.798,1,-3.603,0,0.0805,0.0315,0.00196,0.048,0.557,168.247,212348,4,89,107.69,-0.013888889,0.218055556,377,4346,13780,0,0,0,{0.010972598}
Smooth Criminal,2bCQHF9gdG5BNDVuEIEnNk,Michael Jackson,1989,64,pop,0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.588,118.193,257760,4,506,91.78,0.380958683,0.437652875,2580537,594606,3760444,0,0,0,{0.010972598}
The Living Years,7tJnjRY2js0yXtNUWE4fgF,Mike and The Mechanics,1989,42,pop,0.518,0.417,8,-13.268,1,0.0325,0.58,0,0.0722,0.31,97.63,330267,4,350,100.24,0.044051627,0.523999252,31284,102939,368096,0,1,0.2,{0.010972598}
Girl You Know Its True,5NRLokkZKwYxIn6zMFU3yM,Milli Vanilli,1989,40,pop,0.802,0.75,6,-5.899,0,0.0576,0.00219,0.57,0.0664,0.392,98.046,240920,4,349,92.12,0.372267976,0.606335128,20245,75721,222264,0,0,0,{0.010972598}
Blame It On The Rain,0UUpyDCYzkziXJ1TM4awHM,Milli Vanilli,1989,44,pop,0.758,0.827,4,-6.151,0,0.0774,0.00328,0.000165,0.0951,0.508,97.515,248533,4,435,107.69,0.013333333,0.558333333,20245,34748,98080,0,0,0,{0.010972598}
Baby Dont Forget My Number,2NHZNjTa2L3IJ2v45JUk2m,Milli Vanilli,1989,39,pop,0.836,0.876,6,-5.294,0,0.0906,0.00714,0.00251,0.124,0.847,100.313,249467,4,160,99.23,0.19254902,0.491764706,20245,19601,55156,0,0,0,{0.010972598}
Girl Im Gonna Miss You,1xsEIxWjrmkMx8SUnNPU56,Milli Vanilli,1989,17,pop,0.708,0.533,9,-8.874,1,0.0347,0.107,1.33E-05,0.079,0.881,151.047,255171,4,205,99.23,0.116025641,0.495512821,20245,31140,93348,0,0,0,{0.010972598}
Miss You Like Crazy,1QKyTgl3CT6iqBAmAKham7,Natalie Cole,1989,33,pop,0.596,0.546,2,-6.251,1,0.0267,0.633,0.00381,0.0707,0.257,131.123,234280,4,319,95.17,-0.036808237,0.647361647,39396,33532,105580,0,0,0,{0.010972598}
Buffalo Stance,3XWgwgbWDI56mf1Wl3cLzb,Neneh Cherry,1989,47,pop,0.708,0.627,1,-11.155,1,0.0614,0.0113,3.13E-05,0.338,0.773,107.248,342360,4,501,89.75,0.308462532,0.465762274,21175,73176,271228,0,0,0,{0.010972598}
Ill Be Loving You (Forever),1cy5US2dffz6QGBAIzOGkq,New Kids On The Block,1989,43,pop,0.598,0.282,11,-17.227,1,0.0256,0.282,0,0.105,0.315,134.706,263933,4,211,108.7,0.413897035,0.771293581,78887,20641,60973,0,0,0,{0.010972598}
Hangin Tough,16flEBCtUF67V5yO0GxYWn,New Kids On The Block,1989,44,pop,0.764,0.551,6,-11.98,1,0.0451,0.12,0.000656,0.28,0.756,90.775,256560,4,229,91.78,-0.24173287,0.670775455,78887,41372,118431,0,0,0,{0.010972598}
You Got It (The Right Stuff),2BEL2ySEBDO02FLo3lOIZT,New Kids On The Block,1989,54,pop,0.789,0.687,1,-7.441,1,0.0634,0.00637,2.77E-06,0.0571,0.869,111.493,250747,4,336,117.16,0.276108374,0.447372742,78887,56110,150138,0,0,0,{0.010972598}
Cover Girl,6CCYX0JVy5qYqUvWpCvHXh,New Kids On The Block,1989,33,pop,0.721,0.765,6,-13.036,1,0.0345,0.0344,2.83E-06,0.322,0.956,119.948,241840,4,279,104.64,0.256015625,0.79,78887,16174,54607,0,0,0,{0.010972598}
Cold Hearted,6jrp8qBMJO6vhAeYVAsdk9,Paula Abdul,1989,50,pop,0.879,0.679,7,-8.59,0,0.0421,0.149,0.00871,0.0787,0.72,122.38,230853,4,352,94.15,-0.1575,0.735833333,29177,46509,158136,0,0,0,{0.010972598}
Straight Up,5xl5582IihbEZAnfj0xyso,Paula Abdul,1989,61,pop,0.769,0.826,7,-8.252,1,0.0624,0.267,0.0177,0.0638,0.752,95.862,250032,4,462,107.69,0.273315603,0.481471631,29177,202330,694436,0,0,0,{0.010972598}
Two Hearts,75nyQgntsm6IzWkb4G52bx,Phil Collins,1989,50,pop,0.589,0.808,7,-6.578,1,0.0354,0.334,0.0512,0.0514,0.727,155.599,204093,4,247,87.72,0.085626102,0.63659612,646600,142472,542631,0,0,0,{0.010972598}
Every Rose Has Its Thorn,2IJzqbcbQZjcca53yGkX7t,Poison,1989,60,rock,0.534,0.635,6,-5.562,1,0.0312,0.156,1.70E-05,0.378,0.295,140.203,260160,4,272,98.21,0.152863803,0.73048618,158156,235538,964955,0,0,0,{0.010972598}
Batdance,75PpeMB7bQh2C9PSwUAJ98,Prince,1989,16,funk,0.513,0.539,1,-10.225,1,0.0617,0.0229,0.0593,0.0729,0.695,134.889,372901,4,403,100.24,0.156928536,0.422142857,758933,31234,100401,0,0,0,{0.010972598}
Stand,4nQAkLxHV0tGv8oj7Fj1xG,R.E.M.,1989,37,rock,0.648,0.897,4,-3.428,1,0.0288,0.39,0,0.11,0.837,109.399,191200,4,?,?,?,?,560310,251619,952007,0,0,0,{0.010972598}
Right Here Waiting,4LFwNJWoj74Yd71fIr1W8x,Richard Marx,1989,67,pop,0.395,0.252,0,-13.589,1,0.0301,0.8,0,0.101,0.125,177.679,264333,4,191,99.23,0.081428571,0.468095238,66562,241155,1119412,0,0,0,{0.010972598}
Satisfied,4V87hYB94wu8DFtd901riK,Richard Marx,1989,30,pop,0.572,0.914,8,-8.436,1,0.0311,0.0717,0.00776,0.319,0.838,108.991,254467,4,175,89.75,0.382307692,0.676923077,66562,21421,57739,0,0,0,{0.010972598}
She Wants To Dance With Me,40RrsR16maAWMtBX6iav7d,Rick Astley,1989,42,pop,0.655,0.83,6,-12.111,1,0.0515,0.0873,4.74E-05,0.268,0.941,118.031,196440,4,208,104.64,0.164795918,0.223469388,69369,20798,67030,0,0,0,{0.010972598}
My Heart Cant Tell You No,26nJOoTeuw0FaGk3pfMg35,Rod Stewart,1989,0,rock,0.585,0.424,4,-14.726,0,0.0274,0.217,0.913,0.0314,0.445,90.994,311998,4,326,99.23,0.057142857,0.513809524,331220,12349,43751,0,0,0,{0.010972598}
Listen To Your Heart,78TnMTAFmWUWWCgNXR7D3K,Roxette,1989,64,pop,0.539,0.583,1,-4.935,0,0.0275,0.108,0,0.111,0.331,86.063,328093,4,329,97.2,0.31625,0.55,258412,298492,1505827,0,0,0,{0.010972598}
The Look,0ZfM5XfJTtFPhOxAERRnNY,Roxette,1989,59,pop,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34E-06,0.0522,0.535,95.011,237320,4,353,105.66,0.00625,0.416666667,258412,273367,1241903,0,0,0,{0.010972598}
The Lover In Me,1Znhry79zmSzXotI8N51L0,Sheena Easton,1989,5,pop,0.731,0.874,7,-7.219,1,0.035,0.22,0,0.138,0.902,115.19,257680,4,539,94.15,0.278848283,0.53175526,12635,11646,28090,0,0,0,{0.010972598}
When Im With You,3RJof5CojqlbgZ5adHw50O,Sheriff,1989,41,rock,0.248,0.324,9,-10.878,1,0.03,0.274,0.00946,0.113,0.116,135.786,238040,4,175,102.61,0.406060606,0.5,315,23986,87388,0,0,0,{0.010972598}
18 And Life,0qgrrDnUUhyxpxbBznUnzg,Skid Row,1989,58,rock,0.43,0.753,1,-5.982,0,0.0326,0.00083,1.74E-05,0.104,0.378,90.382,231133,4,286,99.56,0.186111111,0.403888889,134393,259406,1734816,0,0,0,{0.010972598}
Keep On Movin,4NMtuxWfOPR6yNjAX0AWrR,Soul II Soul,1989,46,soul,0.678,0.47,6,-13.017,0,0.0594,0.0305,0.000283,0.0635,0.69,93.144,362600,4,354,90.77,0.2067718,0.523185941,19704,38272,115689,0,0,0,{0.010972598}
Shower Me With Your Love,5EQOCZjvKcgNjNCfAVB7NR,Surface,1989,37,rnb,0.642,0.313,9,-12.248,1,0.0317,0.699,3.19E-05,0.087,0.191,131.163,293573,4,227,87.72,0.359024064,0.598529412,6724,9347,31026,0,0,0,{0.010972598}
Dont Rush Me,5X8ZkhKG2rcOIS6NTomv0O,Taylor Dayne,1989,25,pop,0.722,0.884,7,-5.096,0,0.0339,0.398,9.39E-05,0.396,0.966,130.591,227667,4,267,90.77,0.2865,0.4625,19186,19570,43759,0,0,0,{0.010972598}
Sowing The Seeds Of Love,5bEr0tYW6xvT73OiKVcEgq,Tears For Fears,1989,48,pop,0.208,0.793,0,-7.232,1,0.0513,0.0114,5.67E-05,0.354,0.705,174.472,376733,4,502,89.75,0.380519126,0.609508197,224061,227749,894163,0,0,0,{0.010972598}
All This Time,6kaH3id4glNuxGXP0iQQdR,Tiffany,1989,25,pop,0.497,0.511,1,-8.197,1,0.0275,0.275,1.16E-05,0.336,0.494,179.525,263227,4,203,99.23,0.075,0.46,9504,6774,22227,0,0,0,{0.010972598}
Wild Thing,0gljI0CtjpdZK6ecidfxto,Tone Loc,1989,48,rap,0.949,0.673,7,-11.919,1,0.203,0.00054,1.03E-05,0.0576,0.827,125.507,263573,4,448,97.2,0.158004285,0.484890572,13105,1,2,0,0,0,{0.010972598}
Funky Cold Medina,5YIF6HSOtHN9HdcE5IPzMe,Tone Loc,1989,46,rap,0.988,0.629,5,-15.025,0,0.0969,0.0785,1.48E-06,0.0651,0.918,117.497,248160,4,467,93.14,-0.011575815,0.566593567,13105,91407,276657,0,0,0,{0.010972598}
Dreamin,0l7wDoxzSKOzimi6tTWey7,Vanessa Williams,1989,33,soul,0.525,0.454,1,-14.519,0,0.0387,0.145,0,0.256,0.454,167.926,327280,4,346,88.74,-0.010578231,0.292040816,17021,19495,49220,0,0,0,{0.010972598}
Heaven,3ZdccsqhXixCzOkMfbSk3u,Warrant,1989,49,rock,0.467,0.504,6,-10.268,1,0.0279,0.143,0,0.0994,0.307,145.698,235440,4,259,96.18,0.041522989,0.564655172,55456,114174,424136,0,0,0,{0.010972598}
When The Children Cry,4ZCLM74MYhUy80TPiaAuee,White Lion,1989,52,rock,0.493,0.236,4,-13.638,0,0.0293,0.665,0,0.0744,0.374,130.341,258547,4,202,101.26,-0.001642703,0.542810761,36409,115318,460309,0,0,0,{0.010972598}
Baby I Love Your Way-Freebird,0kzSooCGpuphLwn8iTuO9h,Will To Power,1989,41,pop,0.625,0.435,7,-12.02,1,0.0286,0.02,0.00243,0.201,0.482,150.829,247200,4,301,98.21,0.4,0.597321429,2023,?,?,0,0,0,{0.010972598}
Bust A Move,3IeCYkdKI55mNMl2o4vX0k,Young M.C.,1989,56,Hip-Hop,0.946,0.775,4,-7.546,0,0.118,0.0479,1.41E-06,0.0626,0.746,116.965,263914,4,?,?,?,?,11332,143878,536369,0,0,0,{0.010972598}
Janies Got A Gun,5fMwvrqujbQjUxcNPcYrUF,Aerosmith,1990,50,rock,0.632,0.822,5,-5.737,1,0.0281,0.0557,0.000485,0.145,0.434,115.113,330533,4,329,98.21,-0.219510582,0.494708995,941463,303600,1294008,0,0,0,{0.013385702}
What It Takes,1a6VLZ3BplAosOWmCcFDAW,Aerosmith,1990,44,rock,0.501,0.787,0,-4.175,1,0.0327,0.0325,0,0.309,0.448,142.525,311773,4,559,102.61,0.209126984,0.549603175,941463,210919,936178,0,0,0,{0.013385702}
Ready Or Not,6AgDFWLbbAt2migXMbrhXT,After 7,1990,51,rnb,0.733,0.566,8,-12.06,0,0.039,0.0966,0,0.074,0.785,141.94,275827,4,277,89.75,0.441176471,0.505882353,15752,39206,104670,0,0,0,{0.013385702}
Cant Stop,1TYt5etb427hvOod3EKJA5,After 7,1990,38,rnb,0.727,0.811,0,-11.547,0,0.0385,0.245,1.22E-05,0.192,0.805,97.098,247907,4,357,99.23,0.29577381,0.551071429,15752,8658,23108,0,0,0,{0.013385702}
Black Velvet,1KU5EHSz04JhGg3rReGJ0N,Alannah Myles,1990,65,rock,0.754,0.366,8,-10.07,1,0.0312,0.273,9.04E-05,0.106,0.469,91.147,287440,4,242,87.72,0.022511962,0.361180223,18734,225885,1138026,0,0,0,{0.013385702}
Roam,5fqcIHU6DhQtFKVO5XSdQs,B-52s,1990,47,pop,0.636,0.939,9,-5.551,1,0.084,0.0485,6.37E-06,0.271,0.694,134.932,295133,4,258,97.2,0.249494949,0.553535354,64212,69088,326496,0,0,0,{0.013385702}
Whip Appeal,3kSRHg7YZPSzJo8sxaBsJD,Babyface,1990,40,rnb,0.456,0.537,11,-7.952,0,0.0434,0.304,0,0.12,0.593,73.01,347773,4,431,94.15,0.289377289,0.691656492,88488,35462,92908,0,0,0,{0.013385702}
Price Of Love,56y9EmjGAAejQ6QX9blIGI,Bad English,1990,35,rock,0.348,0.444,9,-10.001,1,0.0288,0.0201,1.23E-05,0.0639,0.244,138.194,286040,4,274,96.18,0.109307359,0.545562771,8958,21795,59119,0,0,0,{0.013385702}
Do Me!,3RB1O5rR8artbci5fuNK1C,Bell Biv Devoe,1990,40,rnb,0.732,0.869,11,-3.25,0,0.0384,0.125,0,0.138,0.695,107.795,273667,4,381,107.69,0.002326699,0.503968254,29718,26788,63803,0,0,0,{0.013385702}
Poison,0RnDu3eYJqbFKz6MHv2ajd,Bell Biv Devoe,1990,59,Hip-Hop,0.833,0.711,6,-6.155,0,0.216,0.0021,0.00191,0.598,0.758,111.857,262027,4,349,97.2,0.102955665,0.488300493,29718,191746,654387,0,0,0,{0.013385702}
Cradle Of Love,1gmSaCrVZBjK8Na7dsThXv,Billy Idol,1990,42,rock,0.602,0.907,5,-5.636,0,0.0529,0.00356,1.03E-06,0.0736,0.521,144.036,279720,4,326,90.77,0.393005952,0.583630952,172061,98169,383736,0,0,0,{0.013385702}
I Go To Extremes,2xudmLTZqwDNiDGMuOqSRD,Billy Joel,1990,40,rock,0.592,0.921,5,-4.712,1,0.0367,0.0157,1.65E-05,0.227,0.552,127.116,260573,4,323,97.2,0.106658163,0.516400227,492560,61637,213510,0,0,0,{0.013385702}
We Didnt Start The Fire,38bDGWuyYdSdNfrFfbCiVS,Billy Joel,1990,64,rock,0.711,0.967,7,-5.204,1,0.0474,0.0849,0,0.245,0.893,145.024,288400,4,452,72.83,0.133964646,0.354419192,492560,365243,1681230,0,1,0.2,{0.013385702}
Just A Friend,3yNVfRQlUPViUh8O2V9SQn,Biz Markie,1990,65,Hip-Hop,0.862,0.663,0,-9.004,1,0.21,0.12,0,0.318,0.832,85.308,238267,4,649,94.15,0.214181287,0.483011696,24461,182200,709179,0,0,0,{0.013385702}
Everybody Everybody,53t0qoKIstEnyoqUFKicpH,Black Box,1990,45,pop,0.709,0.792,5,-6.435,0,0.0378,0.00365,1.06E-05,0.0892,0.972,117.634,247000,4,269,35.95,0.108499744,0.721223758,11478,28400,79319,0,0,0,{0.013385702}
I Wanna Be Rich,7bsjiN3YzvnxtsWLMuPvur,Calloway,1990,32,pop,0.721,0.905,7,-4.935,1,0.052,0.00533,4.45E-05,0.338,0.733,113.983,314973,4,306,97.2,0.287320789,0.683512545,16525,4031,13456,0,0,0,{0.013385702}
Just Like Jesse James,5JGdpqo9wrRtOZtui5GShI,Cher,1990,40,pop,0.405,0.563,8,-10.136,1,0.0304,0.198,0,0.0877,0.481,137.979,245733,4,464,88.74,0.035818713,0.363413743,78515,98281,354756,0,0,0,{0.013385702}
What Kind Of Man Would I Be?,3oCUfoqrkQiapnJk7UL8IE,Chicago,1990,32,rock,0.358,0.774,0,-6.825,1,0.0362,0.157,0,0.182,0.288,176.116,253760,4,?,?,?,?,42599,7766,27511,0,0,0,{0.013385702}
We Cant Go Wrong,43xOqAcwcJ8s3jPwU5R8fq,Cover Girls,1990,24,pop,0.648,0.675,2,-9.401,0,0.0413,0.134,0.000249,0.139,0.548,116,320533,4,239,107.69,-0.148195187,0.744117647,5465,2647,5763,0,0,0,{0.013385702}
Enjoy The Silence,1U6GisxpoQVpu1yCgYzxDf,Depeche Mode,1990,54,electronic,0.651,0.77,0,-8.08,0,0.0274,0.081,6.54E-05,0.114,0.738,112.923,253587,4,140,75.88,-0.254330357,0.833482143,716739,802063,6108806,0,0,0,{0.013385702}
The Humpty Dance,4WxQGUmWBRNovxlF2g8Xdv,Digital Underground,1990,58,Hip-Hop,0.813,0.693,10,-8,0,0.266,0.0341,0,0.121,0.623,103.508,391693,4,856,97.2,0.013448626,0.493107828,26369,118289,347873,0,0,0,{0.013385702}
Romeo,2P2oDMn593UDlof02ker5p,Dino,1990,30,pop,0.547,0.621,8,-8.127,0,0.0831,0.0166,0.000543,0.0898,0.0397,127.907,276768,4,240,95.17,0.331547619,0.449107143,34911,1115,2685,0,0,0,{0.013385702}
Hold On,3ZqjDpr3qCZnZBPcd0Hpj2,En Vogue,1990,54,soul,0.728,0.464,1,-11.156,1,0.0605,0.0865,0,0.343,0.388,96.944,304467,4,234,99.23,0.146230159,0.52281746,53684,37212,104112,0,0,0,{0.013385702}
Epic,4ReyTz0y3TGkX48wO3Llot,Faith No More,1990,62,rock,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.258,174.238,293653,4,320,115.13,0.086296296,0.582592593,221268,439692,2471666,0,0,0,{0.013385702}
Praying For Time,6yLZc9Tmei7eDX4Z62x4bW,George Michael,1990,41,pop,0.574,0.797,10,-8.451,1,0.0311,0.0221,0.00574,0.086,0.214,127.856,281333,4,314,88.74,-0.080654762,0.463888889,272545,81943,281827,0,0,0,{0.013385702}
Here We Are,4asTNYhhrp323lLp81KIKQ,Gloria Estefan,1990,30,pop,0.694,0.467,9,-14.437,1,0.0329,0.639,1.61E-05,0.0869,0.63,142.132,289707,4,252,99.23,0.409943978,0.733473389,106320,25333,77594,0,0,0,{0.013385702}
King Of Wishful Thinking,4iiIHK46Csj8W7dDEviJf5,Go West,1990,54,pop,0.68,0.816,0,-8.896,1,0.0506,0.0348,0,0.0907,0.911,107.874,241907,4,339,105.66,-0.25,0.5,11509,53191,177850,0,0,0,{0.013385702}
All I Wanna Do Is Make Love To You,5YjKdeES9QRJ8NmF4Xc8pV,Heart,1990,58,classic_rock,0.626,0.746,7,-8.832,1,0.0282,0.16,0,0.0618,0.788,102.896,310893,4,405,96.18,0.329083179,0.570782313,294233,88220,319979,0,0,0,{0.013385702}
I Dont Have The Heart,5In7xBveNACCRX2uWNoPuW,James Ingram,1990,45,soul,0.496,0.41,2,-7.107,1,0.0238,0.544,0,0.136,0.323,88.912,247413,4,1,?,0,0,16201,16536,48725,0,0,0,{0.013385702}
Dont Wanna Fall In Love,6eozUVzr02EXMji1vuxgiP,Jane Child,1990,44,pop,0.708,0.681,1,-11.226,1,0.0422,0.0152,3.43E-05,0.0373,0.817,111.574,247840,4,261,98.21,0.466666667,0.591358025,1339,13130,62232,0,0,0,{0.013385702}
Come Back To Me,0NSSqYISjnav81CEn6EgBY,Janet Jackson,1990,41,rnb,0.203,0.414,5,-12.287,0,0.0297,0.615,0.0158,0.142,0.0626,78.935,332742,4,158,100.24,-0.02619675,0.192391304,228367,42714,176563,0,0,0,{0.013385702}
Alright,2GHkACm48ILzrwW6NoWsnL,Janet Jackson,1990,48,pop,0.714,0.828,1,-6.045,1,0.0364,0.00581,0.0659,0.07,0.634,111.807,299213,4,268,100.24,0.252173913,0.591304348,228367,36914,130552,0,0,0,{0.013385702}
