song_title,spotify_id,artist,year,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,word_count,reading_ease,polarity,subjectivity,followers,listeners,play_count,is_winner,is_nominee,winner_score,weight
A Hundred Pounds Of Clay,2WRPCPMu1Qadq0J7Af8aCC,Gene Mcdaniels,1961,25,oldies,0.717,0.343,0,-8.018,1,0.0457,0.568,0,0.139,0.757,128.569,142338,4,220,99.23,-0.046428571,0.230952381,611,4412,13678,0,0,0,{4.07982E-05}
Michael,624RgBQtIm3147GMl9FNCl,Highwaymen,1961,18,country,0.52,0.0979,0,-21.351,1,0.0301,0.839,6.18E-06,0.183,0.642,107.527,166160,4,155,64.37,-0.205555556,0.505555556,26578,9565,21175,0,0,0,{4.07982E-05}
Its Gonna Work Out Fine,61VRBRAVXRl3J5zRDvtJXZ,Ike and Tina Turner,1961,24,soul,0.701,0.496,0,-12.57,1,0.128,0.857,0.00298,0.0439,0.935,108.679,182293,4,?,?,?,?,29249,20161,43769,0,0,0,{4.07982E-05}
Big Bad John,61uAY9xdzYiIbYJ07XvKso,Jimmy Dean,1961,44,country,0.516,0.457,8,-12.609,1,0.184,0.596,0,0.106,0.469,173.934,182560,4,354,96.18,-0.069065947,0.293055265,3433,38471,119273,0,1,0.2,{4.07982E-05}
My True Story,3V3FNxI4qfqtJUN6NYfE81,Jive Five,1961,32,oldies,0.254,0.465,3,-7.421,1,0.0325,0.768,0,0.315,0.628,183.362,155960,3,186,108.7,0.633333333,0.733333333,512,11578,37157,0,0,0,{4.07982E-05}
Without You,5HbuNDquUjgOoJIozrdayL,Johnny Tillotson,1961,11,oldies,0.537,0.558,2,-5.701,1,0.0263,0.425,0.636,0.119,0.712,99.333,128800,3,137,95.17,0.45625,0.65625,4199,5438,13595,0,0,0,{4.07982E-05}
Apache,0FKNRNN2mcY9dBjenoxbeY,Jorgen Ingmann,1961,25,instrumental,0.644,0.492,9,-13.646,0,0.0468,0.894,0.922,0.117,0.255,129.089,175520,4,2,?,0,0,172,4083,12994,0,0,0,{4.07982E-05}
Asia Minor,4uNAdFLTuiIhDtbZsq31Og,Kokomo,1961,14,pop,0.459,0.534,2,-11.926,0,0.0305,0.665,0.825,0.18,0.935,202.954,118133,4,2,?,0,0,419,1914,5603,0,0,0,{4.07982E-05}
Calcutta,3eajzrohXKD4WW393kRmDp,Lawrence Welk,1961,25,instrumental,0.479,0.52,7,-12.423,1,0.0257,0.833,0.911,0.208,0.96,82.024,136000,4,2,?,0,0,1484,6533,19222,0,0,0,{4.07982E-05}
Ya Ya,2pMwweGkjNLXZkSDZ63LYf,Lee Dorsey,1961,39,soul,0.758,0.557,5,-10.106,1,0.0453,0.607,0.000218,0.193,0.894,140.795,146053,4,211,100.24,0.395,0.66,5576,32980,90618,0,0,0,{4.07982E-05}
The Way You Look Tonight,0sNSv56Glvgu2iJfoeAmS5,Lettermen,1961,28,oldies,0.251,0.146,4,-20.004,1,0.0313,0.931,0,0.0867,0.145,102.407,142427,3,105,99.23,0.27,0.515,3531,8563,21126,0,0,0,{4.07982E-05}
Dont Bet Money Honey,4ohGPLUDXQHLulXEy1xA24,Linda Scott,1961,0,oldies,0.74,0.183,5,-12.344,1,0.0392,0.288,0.834,0.0959,0.621,100.355,153156,3,180,98.21,?,?,792,1933,6042,0,0,0,{4.07982E-05}
Ive Told Every Little Star,7bX2lFsG17VF8wiAjkyzIM,Linda Scott,1961,9,oldies,0.633,0.709,3,-8.594,1,0.0261,0.493,0.0141,0.0991,0.915,119.933,129778,4,71,100.24,0.2325,0.57,792,31192,159307,0,0,0,{4.07982E-05}
Does Your Chewing Gum Lose Its Flavor (On The Bedpost Overnight),70RhQTDvSTkyQWCLYXRdLc,Lonnie Donegan,1961,0,oldies,0.757,0.648,7,-14.796,1,0.0708,0.0627,0.748,0.0646,0.688,110.005,148832,4,?,?,?,?,5489,187,437,0,0,0,{4.07982E-05}
Blue Moon,75ewj77lCHHLKOlyx5KvGw,Marcels,1961,39,oldies,0.621,0.43,7,-11.163,1,0.0343,0.69,0,0.075,0.94,127.74,135200,4,109,98.21,0.283333333,0.466666667,3852,81382,297101,0,0,0,{4.07982E-05}
Last Night,7H22uQMwKWl43uagzO4Pnn,Mar-Keys,1961,32,soul,0.764,0.321,7,-13.677,1,0.0502,0.439,0.828,0.0604,0.902,125.193,158000,4,2,?,0,0,1915,49619,130251,0,0,0,{4.07982E-05}
Dont Worry,2N72x5xEltxtnUVpnomRT0,Marty Robbins,1961,25,country,0.349,0.334,4,-10.652,1,0.0412,0.866,0.000324,0.297,0.454,198.431,189600,4,128,96.18,0.3775,0.5575,29250,9144,22394,0,0,0,{4.07982E-05}
My Kind Of Girl,3VyMUPUH8QEDRoZ0HKrKrI,Matt Monroe,1961,0,pop,0.638,0.424,5,-11.682,1,0.0288,0.0066,0.0385,0.0945,0.878,132.871,176274,4,?,?,?,?,?,14636,33654,0,0,0,{4.07982E-05}
Shop Around,0bd61NWrbAY48KFvDuq3tF,Miracles,1961,39,soul,0.572,0.725,7,-4.196,1,0.0304,0.599,0,0.575,0.886,131.977,169280,4,340,97.2,0.323469388,0.649433107,60855,1613,3808,0,0,0,{4.07982E-05}
Calendar Girl,12zaaVrgaiGm67I8F5ALp9,Neil Sedaka,1961,45,oldies,0.668,0.663,8,-7.997,0,0.0336,0.728,0,0.282,0.784,122.509,160600,4,279,80.28,0.340590278,0.537222222,24110,31175,95706,0,0,0,{4.07982E-05}
I Love How You Love Me,5TK8wQhHheetBs9R66hLYC,Paris Sisters,1961,24,oldies,0.52,0.193,10,-15.387,1,0.0281,0.803,0.00023,0.101,0.507,100.914,110467,3,159,96.18,0.5,0.588461538,377,25443,81437,0,0,0,{4.07982E-05}
Moody River,3JhwxN5fPtpWh8O4qCBjYO,Pat Boone,1961,31,oldies,0.616,0.728,5,-7.365,0,0.0312,0.581,4.73E-05,0.102,0.69,139.428,153587,4,131,86.71,0.112396694,0.536363636,15533,17705,46385,0,0,0,{4.07982E-05}
I Fall To Pieces,1xyBQeZBGAlUFkY8blLpUz,Patsy Cline,1961,48,country,0.545,0.227,10,-11.867,1,0.0316,0.869,9.71E-05,0.282,0.607,111.305,167693,4,82,99.23,0,1,89744,124741,403022,0,0,0,{4.07982E-05}
Tonight My Love Tonight,0hYEYnKYQt5d0zQdUABH3V,Paul Anka,1961,27,oldies,0.545,0.66,4,-7.872,1,0.0304,0.657,0,0.634,0.89,125.069,128067,4,152,98.21,0.393928571,0.524642857,40176,?,?,0,0,0,{4.07982E-05}
One Mint Julep,686dVRriCkWcEM4RZJ3Buj,Ray Charles,1961,25,jazz,0.735,0.452,8,-11.934,1,0.146,0.691,0.772,0.0453,0.786,129.484,189227,4,192,95.17,-0.011525974,0.456655844,377439,76872,203127,0,0,0,{4.07982E-05}
Hit The Road Jack,3Q7LXyGZ3SLD0dLztx3j5x,Ray Charles,1961,52,jazz,0.599,0.704,8,-8.566,0,0.243,0.714,0,0.521,0.956,173.043,120173,4,272,104.64,-0.162228261,0.341032609,377439,584469,2581042,0,0,0,{4.07982E-05}
Missing You,530GY9HaqGq8BPoNmdRq7h,Ray Peterson,1961,10,oldies,0.53,0.212,9,-13.661,1,0.0358,0.886,0,0.109,0.379,90.352,168879,4,127,108.7,0.464285714,0.589285714,1537,936,2652,0,0,0,{4.07982E-05}
Travelin Man,2jc4wyf3ys0zKCpxHRjEYx,Ricky Nelson,1961,45,oldies,0.741,0.363,2,-12.484,1,0.0335,0.669,0,0.117,0.87,123.263,142933,4,178,99.23,0.086378968,0.528293651,28829,38217,96691,0,0,0,{4.07982E-05}
Hello Mary Lou,0IMS1Za69G3KHMX4liB2Nr,Ricky Nelson,1961,43,oldies,0.559,0.78,9,-6.597,1,0.0328,0.158,6.89E-06,0.0793,0.964,98.661,139280,4,171,99.23,0.333766234,0.512337662,28829,41228,134820,0,0,0,{4.07982E-05}
Angel Baby,71keN33KR0rS5jwKi4JNLE,Rosie and The Originals,1961,47,oldies,0.597,0.172,0,-15.269,1,0.0269,0.836,0.00249,0.113,0.43,98.593,227624,3,107,87.72,0.363888889,0.558703704,4037,17532,73762,0,0,0,{4.07982E-05}
Cryin,2yoHmqAqTKObOtUaWLzjcf,Roy Orbison,1961,0,oldies,0.605,0.192,0,-14.685,1,0.0567,0.769,0.885,0.0967,0.077,72.082,227800,4,142,106.67,-0.027204586,0.515917108,145877,945,7219,0,0,0,{4.07982E-05}
Running Scared,6sbj89WozjblBMa5u41orw,Roy Orbison,1961,37,oldies,0.572,0.392,9,-10.555,1,0.0325,0.778,0.000435,0.15,0.372,128.255,132040,3,86,91.78,-0.028571429,0.512698413,145877,63415,194267,0,0,0,{4.07982E-05}
Daddys Home,5OdLfrRFc3wu4kkJaw1v5M,Shep and The Limelites,1961,17,oldies,0.462,0.247,2,-10.646,0,0.0334,0.928,5.06E-06,0.118,0.408,141.019,181161,3,?,?,?,?,207,1110,3109,0,0,0,{4.07982E-05}
Will You Love Me Tomorrow,7vjrRo9zu1pvrqLe6A5Yex,Shirelles,1961,44,oldies,0.513,0.494,0,-5.072,1,0.0315,0.677,6.43E-05,0.143,0.521,135.894,162040,4,130,90.77,0.358333333,0.613271605,17256,186219,716116,0,0,0,{4.07982E-05}
Dedicated To The One I Love,0gcJYi0reGtzqF3WzQHG0I,Shirelles,1961,40,oldies,0.459,0.191,10,-11.901,1,0.0341,0.8,0,0.164,0.54,80.351,124187,4,148,88.74,0.159444444,0.568888889,17256,42868,117702,0,0,0,{4.07982E-05}
Mama Said,5sGeyWYDvUIF7QjERNCY7L,Shirelles,1961,46,oldies,0.604,0.591,8,-6.874,0,0.0614,0.704,0,0.47,0.819,140.558,130893,4,243,90.77,0.017361111,0.4125,17256,86474,263693,0,0,0,{4.07982E-05}
(Up a) Lazy River,1B4qwKFpGynSEAW04LImEK,Si Zentner,1961,3,pop,0.444,0.685,4,-5.671,0,0.0343,0.785,0.0103,0.112,0.888,157.789,124867,4,?,?,?,?,150,?,?,0,1,0.2,{4.07982E-05}
Portrait Of My Love,47O9n1xan6o1PfCWy2WPWJ,Steve Lawrence,1961,12,oldies,0.294,0.255,0,-12.845,1,0.0277,0.889,9.30E-06,0.342,0.279,92.136,173733,4,97,97.2,0.333333333,0.433333333,1353,21716,47174,0,0,0,{4.07982E-05}
Wheels,789lq0oHhOa4pHh2y9rjkN,String-a-longs,1961,31,instrumental,0.787,0.623,0,-8.241,1,0.0359,0.689,0.0932,0.144,0.874,128.327,116360,4,2,?,0,0,251,5783,17496,0,0,0,{4.07982E-05}
Sad Movies (Make Me Cry),5PYEBQrRHWoMuRr5Ers9vR,Sue Thompson,1961,31,oldies,0.61,0.272,2,-10.071,1,0.0286,0.888,7.11E-06,0.245,0.585,107.116,199347,4,365,97.2,-0.146307798,0.607073844,751,3296,8828,0,0,0,{4.07982E-05}
Hurt,6mqfq8EdYoV07TXM2rgPgb,Timi Yuro,1961,40,oldies,0.493,0.244,5,-11.487,1,0.0277,0.707,0.000462,0.121,0.219,87.044,148467,3,82,107.69,0.261544012,0.499062049,3506,24269,67015,0,0,0,{4.07982E-05}
Bless You,06VKnttgGlIvFhZQgbuQtu,Tony Orlando,1961,9,oldies,0.429,0.512,1,-6.865,1,0.0365,0.47,1.07E-05,0.0674,0.83,122.794,138813,4,163,88.74,0.363888889,0.688888889,1423,6369,16070,0,0,0,{4.07982E-05}
This Time,4dfn4XrQIUAgUU96Ag1Ref,Troy Shondell,1961,13,oldies,0.453,0.299,2,-14.331,1,0.0299,0.712,0,0.287,0.354,81.169,157960,4,86,91.78,0.042929293,0.388888889,124,3130,8910,0,0,0,{4.07982E-05}
Tuff,4Ou8sJp2FhfwwqBjTqs3Xf,Ace Cannon,1962,1,instrumental,0.82,0.184,10,-11.924,1,0.0581,0.203,0.905,0.0919,0.781,77.777,135175,4,176,104.64,-0.046693485,0.604222266,578,3685,9721,0,0,0,{4.98308E-05}
I Know,4XqOfsUEWFTqtYsG8fqxS8,Barbara George,1962,10,rock,0.847,0.415,5,-10.678,1,0.0526,0.206,0.0205,0.0686,0.801,123.214,144933,4,206,97.2,-0.060800773,0.502482702,153,2562,6371,0,0,0,{4.98308E-05}
Youll Lose A Good Thing,7FVwcvemv4IGBBgaP4V7mE,Barbara Lynn,1962,40,soul,0.591,0.324,2,-13.218,0,0.0302,0.606,0.000144,0.172,0.628,104.15,159867,3,1,?,0,0,2841,21654,66862,0,0,0,{4.98308E-05}
Surfin Safari,4kIYRtgbZyPzAWSFLdlajW,Beach Boys,1962,46,classic_rock,0.542,0.785,9,-5.251,1,0.0439,0.795,2.30E-05,0.102,0.966,158.37,126640,4,294,72.83,0.175,0.575,509219,180454,605968,0,0,0,{4.98308E-05}
Alley Cat,0UeXmbP9XmaM4ejXpaNytP,Bent Fabric,1962,1,instrumental,0.565,0.398,2,-12.876,0,0.0329,0.711,0.926,0.146,0.52,79.891,222600,4,273,107.69,0.047619048,0.405952381,315,2189,7114,0,0,0,{4.98308E-05}
Percolator (Twist),2fcdqoR6PsHuOlAy4r9VDh,Billy Joe and The Checkmates,1962,5,instrumental,0.717,0.549,6,-12.272,1,0.252,0.719,0.474,0.0746,0.688,148.628,135987,4,11,78.25,0,0,11,1037,2709,0,0,0,{4.98308E-05}
A Swingin Safari,2V9ZGEAaTrNaQuck6WBxPG,Billy Vaughn,1962,23,instrumental,0.506,0.581,3,-6.568,1,0.0451,0.632,0.913,0.0982,0.709,75.432,135453,4,2,?,0,0,3773,3142,9669,0,0,0,{4.98308E-05}
Things,7EME8xI4YLbUUT8qVKgBoR,Bobby Darin,1962,35,oldies,0.562,0.558,4,-3.572,1,0.0453,0.858,0,0.107,0.826,174.704,151413,4,280,96.18,0.108571429,0.496428571,39930,16713,48988,0,0,0,{4.98308E-05}
Ill Never Dance Again,5fxChRcnmyk2en0r5YMF6E,Bobby Rydell,1962,12,oldies,0.595,0.468,0,-5.49,1,0.0269,0.735,0,0.385,0.533,104.909,149360,4,154,93.14,0.35,0.65,1951,2640,5487,0,0,0,{4.98308E-05}
Roses Are Red (My Love),0qYok0f8O5DE8yJSo146dn,Bobby Vinton,1962,41,oldies,0.515,0.218,5,-10.071,1,0.0287,0.828,0,0.302,0.53,102.997,158933,4,187,101.26,0.21552399,0.398459596,14414,21210,56622,0,0,0,{4.98308E-05}
Green Onions,6KKcey1w86oP0qxN8frbfD,Booker T and The MGs,1962,61,soul,0.788,0.38,10,-15.179,1,0.0346,0.811,0.906,0.102,0.894,138.205,167385,4,332,86.71,0.208008658,0.4029329,30141,319089,1408564,0,0,0,{4.98308E-05}
Break It To Me Gently,690qzM82UFSTJyYpJ7HpA6,Brenda Lee,1962,33,oldies,0.515,0.176,3,-12.955,1,0.0279,0.778,2.61E-06,0.201,0.532,91.771,157600,3,120,94.15,0.135846561,0.537566138,27192,26447,76741,0,0,0,{4.98308E-05}
Everybody Loves Me But You,5VvL7nuc8vkcvebdRFet0z,Brenda Lee,1962,19,oldies,0.631,0.099,7,-15.041,1,0.0393,0.881,3.63E-05,0.182,0.541,108.078,149440,3,127,98.21,-0.059090909,0.618181818,27192,7120,18204,0,0,0,{4.98308E-05}
Sealed With A Kiss,7wXeFRFidpQIfZgExLavJy,Brian Hyland,1962,35,oldies,0.474,0.281,5,-11.437,0,0.0282,0.79,0,0.128,0.572,91.848,161133,4,142,90.77,-0.05,0.7,3030,50840,184055,0,0,0,{4.98308E-05}
Hey! Baby,6T8enFgxOUn1bq1C37w59C,Bruce Channel,1962,36,oldies,0.624,0.6,9,-7.115,1,0.0376,0.393,0,0.205,0.65,129.385,142213,4,154,104.64,0.277777778,0.672222222,2430,31843,99205,0,0,0,{4.98308E-05}
Funny Way Of Laughin,3A6gEa4ydYc6RIU4fe0wUn,Burl Ives,1962,5,country,0.552,0.404,4,-11.586,1,0.0336,0.619,0,0.091,0.682,73.526,157934,4,250,98.21,0.294158497,0.774346405,9378,1096,3152,0,0,0,{4.98308E-05}
A Little Bitty Tear,3XhTHMleuyoQCP8jxOeIhD,Burl Ives,1962,16,oldies,0.617,0.207,0,-15.3,1,0.0485,0.892,0.387,0.117,0.852,71.734,125400,4,224,106.67,-0.091559829,0.35982906,9378,27901,58934,0,0,0,{4.98308E-05}
Lets Dance,2Qm5DrmotzWvqNM3JlcQYo,Chris Montez,1962,42,oldies,0.751,0.83,1,-6.215,1,0.0951,0.212,7.94E-06,0.0584,0.934,76.489,149627,4,195,99.23,0.143877551,0.303061224,1927,53026,170442,0,0,0,{4.98308E-05}
Slow Twistin,6Ie2IgHpf1Pgdo5swugul3,Chubby Checker,1962,25,oldies,0.804,0.689,8,-6.892,1,0.0319,0.126,0,0.0391,0.928,120.279,164853,4,288,91.78,0.165789474,0.465789474,21959,8854,21024,0,0,0,{4.98308E-05}
Wolverton Mountain,1GM8EhVOkaU8jvqua4S54l,Claude King,1962,27,country,0.626,0.348,9,-13.559,1,0.068,0.864,0,0.232,0.826,156.772,178133,4,204,88.74,0.221655329,0.660657596,422,15933,48425,0,0,0,{4.98308E-05}
Party Lights,0Kb1OykZK7OYNqQ58KZ0rj,Claudine Clark,1962,28,oldies,0.645,0.6,0,-7.948,1,0.238,0.0661,0,0.101,0.706,135.593,143133,4,242,99.23,-0.061538462,0.130769231,114,9972,31862,0,0,0,{4.98308E-05}
Lover Please,6xAKCAHwaAvw9rlwAv3lkD,Clyde Mcphatter,1962,21,rnb,0.558,0.771,5,-5.346,0,0.303,0.727,0,0.12,0.949,82.287,116240,4,226,99.23,-0.099166667,0.305,2328,?,?,0,0,0,{4.98308E-05}
Dont Break The Heart That Loves You,5rBeUeRQh1Ou7m3giAX5p5,Connie Francis,1962,19,oldies,0.366,0.41,8,-7.354,1,0.0342,0.863,0,0.311,0.178,73.652,185533,4,147,97.2,0.4140625,0.504166667,26697,11232,30594,0,0,0,{4.98308E-05}
Smoky Places,6ZOaAsj7xMjR7SjfkLqYsa,Corsairs,1962,14,oldies,0.633,0.475,3,-13.124,1,0.0397,0.523,2.46E-06,0.387,0.676,124.285,175676,4,?,?,?,?,4,785,1960,0,0,0,{4.98308E-05}
Uptown,4CU6WHrOTupJ6XgeYAAeCO,Crystals,1962,23,rnb,0.665,0.699,0,-7.875,1,0.0302,0.372,0.000151,0.146,0.785,112.623,140759,4,199,104.64,-0.024295225,0.55979798,16366,859,2392,0,0,0,{4.98308E-05}
Rinky Dink,3gr60MamXLLy4hiNl1TZqU,Dave Baby Cortez,1962,23,instrumental,0.755,0.642,0,-6.38,1,0.0489,0.0426,0.895,0.0397,0.643,112.653,170813,4,2,?,0,0,401,1,1,0,0,0,{4.98308E-05}
The Stripper,00vH2PsEQTGRyJYhyIyDbr,David Rose,1962,22,instrumental,0.483,0.46,5,-10.055,1,0.0282,0.658,0.924,0.147,0.545,94.185,116733,4,2,?,0,0,31,22315,62668,0,0,0,{4.98308E-05}
Mashed Potato Time,6jouZcdraQvsbh7SWkLEui,Dee Dee Sharp,1962,30,oldies,0.677,0.473,2,-6.986,1,0.036,0.0784,3.43E-05,0.0558,0.848,125.063,150867,4,227,88.74,0.4875,0.71875,1212,18413,52793,0,0,0,{4.98308E-05}
Gravy,4BeSYb1t7IHUV4ufZNWBzO,Dee Dee Sharp,1962,22,soul,0.729,0.83,2,-4.153,1,0.0298,0.696,0,0.304,0.974,130.633,124600,4,267,83.32,0.286589636,0.620168067,1212,2736,8743,0,0,0,{4.98308E-05}
Patches,1W8WU2jKWBcfze1mMnspGf,Dickie Lee,1962,15,oldies,0.406,0.254,9,-12.599,1,0.029,0.902,1.47E-06,0.192,0.51,102.754,180133,3,217,97.2,0.101269841,0.446825397,72,2567,6912,0,0,0,{4.98308E-05}
Little Diane,1UfGX3eL0ifA3gJSwWPMBi,Dion,1962,27,oldies,0.327,0.611,11,-9.808,0,0.0777,0.519,0,0.231,0.362,135.151,163320,4,206,97.2,-0.097802498,0.460084541,622867,4278,9441,0,0,0,{4.98308E-05}
Lovers Who Wander,16OMyjaI5bpCGBMW2IZiyN,Dion,1962,37,oldies,0.318,0.608,0,-11.748,1,0.0641,0.774,0,0.213,0.72,144.563,141547,4,287,94.15,-0.138886312,0.49569161,622867,9617,23898,0,0,0,{4.98308E-05}
The Wanderer,4EoUALVwY4i7U6uKRhk8hr,Dion,1962,63,oldies,0.6,0.535,2,-11.338,1,0.0696,0.823,0.00818,0.32,0.798,115.781,163627,4,208,95.17,0.315079365,0.498665224,622867,93939,302141,0,0,0,{4.98308E-05}
Whats Your Name,3gzbPqfjQKHTUm18u71cIt,Don and Juan,1962,29,oldies,0.55,0.38,5,-7.963,1,0.0257,0.845,0,0.0791,0.794,99.789,135427,3,?,?,?,?,147,8406,26127,0,0,0,{4.98308E-05}
You Belong To Me,1bgKnEPujoiQzz0pc6gdt7,Duprees,1962,35,oldies,0.322,0.36,1,-8.429,1,0.0273,0.893,2.92E-06,0.0918,0.352,97.63,170187,3,97,83.32,0.2,0.4,1242,2441,6665,0,0,0,{4.98308E-05}
(Girls Girls Girls) Were Made To Love,3y1bHsOGzRjH0K67oz5E9m,Eddie Hodges,1962,14,pop,0.751,0.348,9,-10.542,1,0.0583,0.216,0,0.051,0.506,88.941,146893,4,274,96.18,0.191832011,0.547652116,551,?,?,0,0,0,{4.98308E-05}
Cant Help Falling In Love,44AyOl4qVkzS48vBsbNXaC,Elvis Presley,1962,70,oldies,0.428,0.244,2,-15.447,1,0.0269,0.953,0.000144,0.102,0.376,100.495,179773,3,111,98.21,0.418181818,0.67979798,1088162,364751,1674395,0,0,0,{4.98308E-05}
Good Luck Charm,19gotedXtqeE8dWju6WURW,Elvis Presley,1962,38,oldies,0.635,0.352,11,-17.228,0,0.0426,0.803,0.00499,0.576,0.87,120.862,144627,4,169,98.21,0.416885965,0.535964912,1088162,131063,434240,0,0,0,{4.98308E-05}
Shout! Shout! (Knock Yourself Out),5x6EGByCHCfGtVCwg1Z1PG,Ernie Maresca,1962,23,pop,0.654,0.721,8,-8.476,1,0.139,0.273,0,0.344,0.967,94.851,130093,4,303,98.21,0.012400794,0.655257937,101,1343,4773,0,0,0,{4.98308E-05}
Crying In The Rain,3lWuagNhAzcqOikD5KnBku,Everly Brothers,1962,44,oldies,0.61,0.378,2,-9.381,1,0.0279,0.622,0,0.144,0.488,97.166,120307,4,137,97.2,0.133333333,0.366666667,51500,40919,127544,0,0,0,{4.98308E-05}
Sherry,0NpvdCO506uO58D4AbKzki,Four Seasons,1962,57,classic_rock,0.701,0.471,0,-8.072,1,0.0421,0.647,0,0.125,0.703,117.564,152160,4,129,82.31,0.419387755,0.595578231,94580,6848,26226,0,0,0,{4.98308E-05}
Palisades Park,2qi7QEyfxL2Z2ez9Rd51e0,Freddy Cannon,1962,29,oldies,0.283,0.831,1,-6.151,1,0.0612,0.347,0,0.11,0.867,82.128,113213,4,214,86.71,0.185672515,0.506432749,1115,21993,66824,0,0,0,{4.98308E-05}
Twist Twist Senora,1u7zJy4RUSXclRhswkA6RT,Gary U.S. Bonds,1962,5,oldies,0.634,0.829,10,-7.678,1,0.0496,0.658,0.012,0.87,0.846,93.48,157893,4,?,?,?,?,1882,?,?,0,0,0,{4.98308E-05}
Dear Lady Twist,248Jb9TGzk3Rk0OaNtUGol,Gary U.S. Bonds,1962,10,rnb,0.537,0.885,9,-7.156,0,0.245,0.622,0,0.755,0.944,138.95,152533,4,?,?,?,?,1882,2160,6121,0,0,0,{4.98308E-05}
Duke Of Earl,6Hy22YDN9HJMRlJP1LwnJy,Gene Chandler,1962,43,oldies,0.584,0.281,5,-11.091,1,0.0318,0.832,0,0.298,0.462,104.872,147841,4,147,89.75,0.5,0.6,4242,66574,220899,0,0,0,{4.98308E-05}
Town Without Pity,4g4h8NFHaYX29p3RLBdOkd,Gene Pitney,1962,33,oldies,0.499,0.535,7,-6.43,1,0.0292,0.618,7.55E-05,0.065,0.659,120.364,174147,3,169,88.74,0.128472222,0.525,9005,44412,117481,0,0,0,{4.98308E-05}
The Man Who Shot Liberty Valance,1HL4EcqX3UD9dBOofsitwP,Gene Pitney,1962,32,oldies,0.597,0.561,1,-9.757,0,0.0532,0.793,0,0.168,0.833,88.381,178760,4,290,99.23,0.190123457,0.684259259,9005,8946,26238,0,0,0,{4.98308E-05}
Moon River,5iGleL7HpEThuuYQ3us2jh,Henry Mancini,1962,49,instrumental,0.39,0.0235,5,-19.695,1,0.0345,0.937,0.00128,0.099,0.151,133.403,125585,5,114,88.74,-0.066666667,0.341666667,33598,81779,361966,1,1,1,{4.98308E-05}
Cotton Fields,4FdR50ldxmxLq24wQTugP5,Highwaymen,1962,9,country,0.73,0.203,9,-16.389,1,0.0389,0.847,0,0.118,0.612,135.286,136719,4,243,99.23,0.052733918,0.253099415,26578,2983,7267,0,0,0,{4.98308E-05}
Im Blue,1Vev6Jsq6T4WIjqvMthBaz,Ikettes,1962,28,soul,0.637,0.29,4,-11.958,1,0.0341,0.718,0.129,0.135,0.902,110.669,151253,4,356,112.09,-0.036928105,0.24379085,537,5188,13847,0,0,0,{4.98308E-05}
Twist And Shout,0URp9jOJtiWKR1AfMGH2Qj,Isley Brothers,1962,60,soul,0.774,0.811,5,-6.526,1,0.0355,0.65,0,0.0736,0.964,123.351,155400,4,349,91.78,0.268614564,0.613333333,131712,111305,268285,0,0,0,{4.98308E-05}
Her Royal Majesty,1cPxnXUCio2zV6yE4pWZ25,James Darren,1962,9,jazz,0.359,0.591,5,-8.668,1,0.0561,0.637,0,0.281,0.906,183.318,132667,4,154,95.17,0.220508658,0.43039923,1060,1343,3744,0,0,0,{4.98308E-05}
She Cried,6MQdBUknEEIKktUGg4NMzO,Jay and The Americans,1962,31,oldies,0.418,0.368,10,-10.726,0,0.0271,0.747,0.00115,0.124,0.562,99.952,157453,4,?,?,?,?,2542,11713,28451,0,0,0,{4.98308E-05}
Venus In Blue Jeans,1XKKFslTxA7tsHbeLntZPF,Jimmy Clanton,1962,29,oldies,0.474,0.796,1,-3.238,1,0.0368,0.0909,4.28E-05,0.236,0.67,111.532,146293,4,118,100.24,0.119480519,0.226623377,522,22705,59982,0,0,0,{4.98308E-05}
P.T. 109,3vfNUZeVUiwWXwsEXjagqL,Jimmy Dean,1962,20,oldies,0.746,0.666,2,-10.408,1,0.146,0.543,0,0.0488,0.83,94.024,192427,4,?,?,?,?,3433,4474,9610,0,0,0,{4.98308E-05}
Walk On The Wild Side,6iIyrTolKOXP920Tjp4KwB,Jimmy Smith,1962,23,jazz,0.481,0.413,5,-12.958,1,0.0327,0.446,0.265,0.116,0.533,111.057,356867,3,276,98.21,?,?,16179,18742,41296,0,0,0,{4.98308E-05}
Twistin Matilda,6Pi8qqxac8KYv7QyEfgHUm,Jimmy Soul,1962,15,soul,0.492,0.816,7,-8.273,1,0.155,0.714,0,0.105,0.793,141.212,177293,4,222,99.23,0.01462585,0.328911565,1335,495,1174,0,0,0,{4.98308E-05}
Johnny Get Angry,1eBR9MdLUnRJRoNa3cpC92,Joanie Sommers,1962,26,pop,0.628,0.27,1,-14.47,1,0.0359,0.78,0,0.325,0.545,126.676,156560,4,190,98.21,-0.022058824,0.707843137,342,7144,23824,0,0,0,{4.98308E-05}
Snap Your Fingers,0wIyNqbw5MQ8boNXIGVArN,Joe Henderson,1962,3,soul,0.685,0.247,5,-14.434,1,0.126,0.652,2.10E-05,0.101,0.616,107.377,177707,4,183,97.2,0.063333333,0.351666667,9086,3390,7660,0,0,0,{4.98308E-05}
Shout,4rxF4Vht5lMwkJn9OFYQRY,Joey Dee,1962,1,oldies,0.352,0.769,0,-11.584,1,0.131,0.0153,0.0185,0.732,0.655,172.933,157907,4,223,106.67,0.267261905,0.425595238,543,368,1071,0,0,0,{4.98308E-05}
